term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:1990972,0.0199424461006033,TRUE,2,1,1,GO:CC,multimerin complex,22090,4053,GO:0062023|GO:0098637,TRUE
