ke	ensembl
https://identifiers.org/aop.events/961	ENSG00000102100
https://identifiers.org/aop.events/961	ENSG00000084453
https://identifiers.org/aop.events/961	ENSG00000180176
https://identifiers.org/aop.events/961	ENSG00000118271
https://identifiers.org/aop.events/961	ENSG00000241635
https://identifiers.org/aop.events/961	ENSG00000167165
https://identifiers.org/aop.events/973	ENSG00000164867
https://identifiers.org/aop.events/973	ENSG00000047936
https://identifiers.org/aop.events/979	ENSG00000166794
https://identifiers.org/aop.events/979	ENSG00000164458
https://identifiers.org/aop.events/980	ENSG00000104044
https://identifiers.org/aop.events/980	ENSG00000166794
https://identifiers.org/aop.events/981	ENSG00000164458
https://identifiers.org/aop.events/984	ENSG00000164458
https://identifiers.org/aop.events/1004	ENSG00000005022
https://identifiers.org/aop.events/1640	ENSG00000214941
https://identifiers.org/aop.events/1682	ENSG00000138606
https://identifiers.org/aop.events/1738	ENSG00000164867
https://identifiers.org/aop.events/1738	ENSG00000166794
https://identifiers.org/aop.events/1738	ENSG00000135047
https://identifiers.org/aop.events/1738	ENSG00000184613
https://identifiers.org/aop.events/1738	ENSG00000099250
https://identifiers.org/aop.events/1738	ENSG00000118257
https://identifiers.org/aop.events/1738	ENSG00000009694
https://identifiers.org/aop.events/1738	ENSG00000184012
https://identifiers.org/aop.events/1753	ENSG00000047936
https://identifiers.org/aop.events/1854	ENSG00000282728
https://identifiers.org/aop.events/1854	ENSG00000166794
https://identifiers.org/aop.events/1854	ENSG00000164458
https://identifiers.org/aop.events/1854	ENSG00000180772
https://identifiers.org/aop.events/202	ENSG00000162711
https://identifiers.org/aop.events/202	ENSG00000166794
https://identifiers.org/aop.events/202	ENSG00000136869
https://identifiers.org/aop.events/202	ENSG00000089041
https://identifiers.org/aop.events/202	ENSG00000159713
https://identifiers.org/aop.events/986	ENSG00000164458
https://identifiers.org/aop.events/1895	ENSG00000162711
https://identifiers.org/aop.events/17	ENSG00000181555
https://identifiers.org/aop.events/17	ENSG00000112715
https://identifiers.org/aop.events/1857	ENSG00000196415
https://identifiers.org/aop.events/1857	ENSG00000047936
https://identifiers.org/aop.events/1857	ENSG00000100448
https://identifiers.org/aop.events/1857	ENSG00000160255
https://identifiers.org/aop.events/1857	ENSG00000163737
https://identifiers.org/aop.events/1857	ENSG00000110876
https://identifiers.org/aop.events/1866	ENSG00000122194
https://identifiers.org/aop.events/1866	ENSG00000106366
https://identifiers.org/aop.events/1866	ENSG00000149131
https://identifiers.org/aop.events/1866	ENSG00000175899
https://identifiers.org/aop.events/1866	ENSG00000131187
https://identifiers.org/aop.events/1866	ENSG00000125879
https://identifiers.org/aop.events/1866	ENSG00000104368
https://identifiers.org/aop.events/1866	ENSG00000122861
https://identifiers.org/aop.events/1866	ENSG00000167711
https://identifiers.org/aop.events/1866	ENSG00000183048
https://identifiers.org/aop.events/1867	ENSG00000198712
https://identifiers.org/aop.events/1867	ENSG00000109320
https://identifiers.org/aop.events/1867	ENSG00000149131
https://identifiers.org/aop.events/1867	ENSG00000131187
https://identifiers.org/aop.events/1867	ENSG00000113889
https://identifiers.org/aop.events/1869	ENSG00000047936
https://identifiers.org/aop.events/1881	ENSG00000141542
https://identifiers.org/aop.events/1881	ENSG00000131759
https://identifiers.org/aop.events/1902	ENSG00000166794
https://identifiers.org/aop.events/1906	ENSG00000001626
https://identifiers.org/aop.events/1907	ENSG00000126522
https://identifiers.org/aop.events/1907	ENSG00000171444
https://identifiers.org/aop.events/1908	ENSG00000092098
https://identifiers.org/aop.events/1908	ENSG00000082175
https://identifiers.org/aop.events/1909	ENSG00000126522
https://identifiers.org/aop.events/1909	ENSG00000171444
https://identifiers.org/aop.events/1911	ENSG00000129654
https://identifiers.org/aop.events/1911	ENSG00000080298
https://identifiers.org/aop.events/1912	ENSG00000129654
https://identifiers.org/aop.events/1912	ENSG00000205835
https://identifiers.org/aop.events/1912	ENSG00000234602
https://identifiers.org/aop.events/1967	ENSG00000167914
https://identifiers.org/aop.events/1967	ENSG00000104518
https://identifiers.org/aop.events/1967	ENSG00000105928
https://identifiers.org/aop.events/1981	ENSG00000096717
https://identifiers.org/aop.events/2020	ENSG00000167207
https://identifiers.org/aop.events/2024	ENSG00000154415
https://identifiers.org/aop.events/2027	ENSG00000173599
https://identifiers.org/aop.events/2027	ENSG00000128567
https://identifiers.org/aop.events/2027	ENSG00000128602
https://identifiers.org/aop.events/2027	ENSG00000088826
https://identifiers.org/aop.events/2040	ENSG00000111087
https://identifiers.org/aop.events/2043	ENSG00000164690
https://identifiers.org/aop.events/2044	ENSG00000128602
https://identifiers.org/aop.events/2044	ENSG00000088826
https://identifiers.org/aop.events/2067	ENSG00000164867
https://identifiers.org/aop.events/2096	ENSG00000198712
https://identifiers.org/aop.events/2096	ENSG00000122194
https://identifiers.org/aop.events/2096	ENSG00000166794
https://identifiers.org/aop.events/2096	ENSG00000047936
https://identifiers.org/aop.events/2096	ENSG00000178726
https://identifiers.org/aop.events/2096	ENSG00000232810
https://identifiers.org/aop.events/2096	ENSG00000132693
https://identifiers.org/aop.events/2096	ENSG00000076706
https://identifiers.org/aop.events/2096	ENSG00000261371
https://identifiers.org/aop.events/2096	ENSG00000224530
https://identifiers.org/aop.events/2096	ENSG00000113140
https://identifiers.org/aop.events/2096	ENSG00000106991
https://identifiers.org/aop.events/2096	ENSG00000077942
https://identifiers.org/aop.events/2096	ENSG00000169439
https://identifiers.org/aop.events/2096	ENSG00000003436
https://identifiers.org/aop.events/2118	ENSG00000167207
https://identifiers.org/aop.events/2118	ENSG00000123453
https://identifiers.org/aop.events/2118	ENSG00000117118
https://identifiers.org/aop.events/2118	ENSG00000135094
https://identifiers.org/aop.events/1498	ENSG00000161798
https://identifiers.org/aop.events/2096	ENSG00000110799
