ke	ensembl
https://identifiers.org/aop.events/960	ENSG00000147100
https://identifiers.org/aop.events/960	ENSG00000005022
https://identifiers.org/aop.events/960	ENSG00000168003
https://identifiers.org/aop.events/960	ENSG00000103257
https://identifiers.org/aop.events/960	ENSG00000092068
https://identifiers.org/aop.events/960	ENSG00000084453
https://identifiers.org/aop.events/960	ENSG00000134538
https://identifiers.org/aop.events/960	ENSG00000111700
https://identifiers.org/aop.events/960	ENSG00000139155
https://identifiers.org/aop.events/960	ENSG00000101187
https://identifiers.org/aop.events/960	ENSG00000169682
https://identifiers.org/aop.events/960	ENSG00000164458
https://identifiers.org/aop.events/960	ENSG00000180176
https://identifiers.org/aop.events/960	ENSG00000000005
https://identifiers.org/aop.events/960	ENSG00000118271
https://identifiers.org/aop.events/961	ENSG00000173599
https://identifiers.org/aop.events/961	ENSG00000123561
https://identifiers.org/aop.events/961	ENSG00000155380
https://identifiers.org/aop.events/961	ENSG00000112394
https://identifiers.org/aop.events/961	ENSG00000147100
https://identifiers.org/aop.events/961	ENSG00000005022
