"__glayCluster","interaction","KER","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000267101","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000267101","0.042",,"0.9","0.369",,,,"0.959","0.416"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000341189","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000341189","0.059",,"0.9",,,,,"0.915","0.177"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000263923","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000263923","0.096",,"0.9","0.647",,,,"0.972","0.249"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000261799","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000261799","0.097",,"0.9","0.105",,,,"0.919","0.119"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000384675","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000384675",,,"0.9","0.067",,,,"0.923","0.243"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000410294","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000410294","0.082",,"0.9","0.105",,,,"0.913","0.071"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000357470","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000357470",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000497069","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000497069",,,"0.9","0.073",,,,"0.916","0.173"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000275493","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000275493","0.074",,"0.9","0.754",,,,"0.987","0.53"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000342235","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000342235","0.083",,"0.9","0.369",,,,"0.958","0.367"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000354207","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000354207","0.049",,"0.9","0.073",,,,"0.905","0.05"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000346671","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000346671",,,"0.9","0.073",,,,"0.913","0.145"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000428924","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000428924",,,"0.9","0.073",,,,"0.912","0.135"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000371067",,,"0.9","0.073",,,,"0.91","0.111"
,"pp",,"9606.ENSP00000264554 (pp) 9606.ENSP00000339824","false","pp","9606.ENSP00000264554 (pp) 9606.ENSP00000339824","0.112",,"0.9","0.105",,,,"0.916","0.071"
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000365757","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000365757","0.042",,"0.914",,,,,"0.941","0.35"
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000347032","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000347032","0.067",,"0.914",,,,,"0.921","0.108"
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000363985","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000363985",,,"0.9",,"0.028",,,"0.9",
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000262741","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000262741",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000409667","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000409667",,,"0.9",,,,,"0.91","0.143"
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000263967","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000263967",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000501150","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000501150",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000180173","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000180173",,,"0.9",,"0.031",,,"0.9",
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000361021","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000361021",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000428056","0.042",,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000371221","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000371221","0.049",,"0.9",,"0.037",,,"0.903","0.063"
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000466363","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000466363","0.067",,"0.908",,,,,"0.914","0.085"
,"pp",,"9606.ENSP00000381102 (pp) 9606.ENSP00000482548","false","pp","9606.ENSP00000381102 (pp) 9606.ENSP00000482548",,,"0.914",,,,,"0.919","0.102"
"0","pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000362824","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000362824","0.063",,"0.9",,,,,"0.902",
"0","pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000216037","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000216037",,,,,,,,"0.936","0.936"
"0","pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000363089",,,"0.9",,,,,"0.912","0.162"
"0","pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000451828","0.128",,"0.9","0.093",,,,"0.971","0.678"
"0","pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000354558","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000354558","0.06",,"0.9",,,,,"0.944","0.454"
"0","pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000375892","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000375892","0.075",,"0.9","0.093",,,,"0.963","0.615"
"0","pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000295797","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000295797","0.063",,"0.9","0.093",,,,"0.916","0.129"
"0","pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000367830","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000367830","0.049",,"0.9","0.093",,,,"0.914","0.13"
"0","pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000325120","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000325120",,,"0.9","0.065",,,,"0.912","0.139"
"0","pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000500582","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000500582","0.067",,"0.9","0.093",,,,"0.967","0.657"
"0","pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000247668","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000247668","0.082",,"0.9",,,,,"0.905","0.057"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000365757","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000365757","0.063",,"0.907",,,,,"0.923","0.193"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000347032","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000347032","0.042",,"0.907",,,,,"0.924","0.228"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000362680","0.044",,"0.9","0.33",,,,"0.959","0.447"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000262039","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000262039","0.049",,"0.9",,,,,"0.933","0.358"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000391592","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000391592","0.042",,"0.9","0.071",,,,"0.912","0.136"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000373700","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000373700",,,"0.9","0.181",,,,"0.927","0.188"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000393312","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000393312",,,"0.9","0.374",,,,"0.948","0.248"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000358548","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000358548","0.042",,"0.9","0.065",,,,"0.933","0.345"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000262741","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000262741","0.049","0.049","0.9","0.835",,,,"0.999","0.957"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000431418","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000431418",,,"0.9","0.179",,,,"0.93","0.224"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000267101","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000267101","0.044",,"0.9","0.775",,,,"0.99","0.613"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000483570","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000483570","0.049",,"0.9","0.093",,,,"0.925","0.243"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000497733","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000497733","0.042",,"0.9","0.175",,,,"0.974","0.719"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000341189","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000341189","0.042",,"0.9","0.292",,,,"0.934","0.146"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000263923","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000263923",,,"0.9","0.153",,,,"0.931","0.255"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000263967","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000263967",,,"0.922","0.882",,,,"0.999","0.997"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000261799","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000261799",,,"0.9","0.419",,,,"0.971","0.554"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000501150","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000501150",,,"0.915","0.916",,,,"0.999","0.997"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000496959","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000496959","0.047",,"0.9",,,,,"0.903","0.073"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000398368","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000398368",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000264864","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000264864",,,"0.912",,,,,"0.921","0.15"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000407586","0.059",,"0.9","0.065",,,,"0.93","0.305"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000361021","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000361021",,,"0.9","0.313",,,,"0.985","0.807"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000428056","0.044","0.052","0.9","0.864",,,,"0.999","0.959"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000401888","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000401888","0.082",,"0.9","0.093",,,,"0.925","0.207"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000497069","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000497069","0.042",,"0.9","0.398",,,,"0.964","0.463"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000275493","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000275493","0.044",,"0.9","0.848",,,,"0.993","0.623"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000255882","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000255882","0.055",,"0.914",,,,,"0.925","0.166"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000342235","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000342235",,,"0.9","0.654",,,,"0.977","0.394"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000172229","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000172229",,,"0.9",,,,,"0.906","0.101"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000346671","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000346671",,,"0.9","0.33",,,,"0.955","0.389"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000381102","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000381102","0.049",,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000497527","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000497527",,,"0.9",,,,,"0.9","0.045"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000480157","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000480157",,,"0.9",,,,,"0.945","0.482"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000482457","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000482457","0.042",,"0.9","0.046",,,,"0.91","0.134"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000499037","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000499037",,,"0.9","0.331",,,,"0.937","0.137"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000244007","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000244007","0.059",,"0.9","0.046",,,,"0.926","0.276"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000358867","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000358867","0.042",,"0.9",,,,,"0.9","0.047"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000262995","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000262995",,,"0.9","0.2",,,,"0.926","0.151"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000422793","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000422793",,,"0.9",,,,,"0.957","0.597"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000312999","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000312999","0.044",,"0.9",,,,,"0.902","0.063"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000357883","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000357883","0.067",,"0.908",,,,,"0.925","0.198"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000354952","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000354952",,,"0.9","0.322",,,,"0.973","0.637"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000466363","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000466363","0.067",,"0.908",,,,,"0.928","0.238"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000361202","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000361202",,,"0.9","0.833",,,,"0.986","0.249"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000482548","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000482548","0.048",,"0.907",,,,,"0.915","0.123"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000366563","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000366563","0.042",,"0.915","0.564",,,,"0.999","0.997"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000489597","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000489597","0.044",,"0.9","0.444",,,,"0.96","0.337"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000304895","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000304895","0.049",,"0.9","0.53",,,,"0.99","0.807"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000392812","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000392812",,,"0.9",,,,,"0.98","0.817"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000370698","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000370698",,,"0.9",,,,,"0.905","0.089"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000358723","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000358723","0.042",,"0.9","0.054",,,,"0.912","0.147"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000304283","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000304283","0.109",,"0.9","0.137",,,,"0.917","0.051"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000264033","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000264033","0.055",,"0.65","0.846",,,,"0.954","0.22"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000289104","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000289104",,,"0.9","0.054",,,,"0.903","0.064"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000359073","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000359073",,,"0.9",,,,,"0.907","0.112"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000300574","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000300574","0.054",,"0.65","0.633",,,,"0.923","0.446"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000246551","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000246551","0.042",,"0.9",,,,,"0.943","0.462"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000246792","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000246792","0.042",,"0.9","0.054",,,,"0.914","0.17"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000359665","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000359665","0.055",,"0.912",,,,,"0.928","0.217"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000331602","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000331602","0.042",,"0.9","0.049",,,,"0.916","0.191"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000365016","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000365016",,,"0.9","0.264",,,,"0.981","0.771"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000472929","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000472929","0.049",,"0.9",,,,,"0.909","0.123"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000405338","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000405338","0.047",,"0.9",,,,,"0.92","0.234"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000249071","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000249071","0.042",,"0.9","0.137",,,,"0.921","0.162"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000356155","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000356155","0.124",,"0.9",,,,,"0.952","0.505"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000445381","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000445381",,,"0.9",,,,,"0.948","0.507"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000499900","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000499900","0.042",,"0.9","0.093",,,,"0.921","0.203"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000264380","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000264380","0.049",,"0.9",,,,,"0.914","0.172"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000256078","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000256078","0.047",,"0.9","0.148",,,,"0.946","0.417"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000356713","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000356713",,,"0.9",,,,,"0.905","0.097"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000339826","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000339826",,,"0.9",,,,,"0.923","0.268"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000298229","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000298229","0.097",,"0.9","0.342",,,,"0.954","0.328"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000380948","0.042",,"0.9",,,,,"0.909","0.129"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000428924","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000428924",,,"0.9","0.166",,,,"0.93","0.229"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000371067",,,"0.9","0.093",,,,"0.923","0.226"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000320663","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000320663","0.044",,"0.9",,,,,"0.908","0.116"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000296585","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000296585","0.042",,"0.9",,,,,"0.907","0.114"
,"pp",,"9606.ENSP00000222254 (pp) 9606.ENSP00000379975","false","pp","9606.ENSP00000222254 (pp) 9606.ENSP00000379975","0.042",,"0.9",,,,,"0.933","0.363"
,"pp",,"9606.ENSP00000497527 (pp) 9606.ENSP00000338185","false","pp","9606.ENSP00000497527 (pp) 9606.ENSP00000338185","0.044",,"0.9",,,,,"0.903","0.072"
,"pp",,"9606.ENSP00000497527 (pp) 9606.ENSP00000363985","false","pp","9606.ENSP00000497527 (pp) 9606.ENSP00000363985",,,"0.9",,,,,"0.904","0.081"
,"pp",,"9606.ENSP00000497527 (pp) 9606.ENSP00000262039","false","pp","9606.ENSP00000497527 (pp) 9606.ENSP00000262039","0.049",,"0.9",,,,,"0.913","0.159"
,"pp",,"9606.ENSP00000497527 (pp) 9606.ENSP00000262741","false","pp","9606.ENSP00000497527 (pp) 9606.ENSP00000262741",,,"0.9",,,,,"0.9","0.048"
,"pp",,"9606.ENSP00000497527 (pp) 9606.ENSP00000409667","false","pp","9606.ENSP00000497527 (pp) 9606.ENSP00000409667","0.045",,"0.9",,,,,"0.917","0.201"
,"pp",,"9606.ENSP00000497527 (pp) 9606.ENSP00000180173","false","pp","9606.ENSP00000497527 (pp) 9606.ENSP00000180173","0.062",,"0.9",,,,,"0.909","0.113"
,"pp",,"9606.ENSP00000497527 (pp) 9606.ENSP00000264864","false","pp","9606.ENSP00000497527 (pp) 9606.ENSP00000264864",,,"0.9",,,,,"0.908","0.125"
,"pp",,"9606.ENSP00000497527 (pp) 9606.ENSP00000361021","false","pp","9606.ENSP00000497527 (pp) 9606.ENSP00000361021","0.074",,"0.9",,,,,"0.911","0.125"
,"pp",,"9606.ENSP00000497527 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000497527 (pp) 9606.ENSP00000428056",,,"0.9",,,,,"0.9","0.045"
,"pp",,"9606.ENSP00000497527 (pp) 9606.ENSP00000371221","false","pp","9606.ENSP00000497527 (pp) 9606.ENSP00000371221",,,"0.9",,,,,"0.912","0.165"
,"pp",,"9606.ENSP00000497527 (pp) 9606.ENSP00000255882","false","pp","9606.ENSP00000497527 (pp) 9606.ENSP00000255882","0.049",,"0.9",,,,,"0.912","0.154"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000317272","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000317272","0.094",,"0.9","0.18",,,,"0.922","0.076"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000362680","0.087",,"0.9","0.091",,,,"0.963","0.615"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000277120","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000277120","0.144",,"0.9","0.635",,,,"0.993","0.822"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000393312","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000393312","0.086",,"0.9","0.113",,,,"0.92","0.137"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000376345","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000376345","0.087",,"0.9","0.129",,,,"0.987","0.867"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000431418","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000431418","0.06",,"0.9","0.331",,,,"0.975","0.655"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000267101","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000267101",,,"0.9","0.517",,,,"0.958","0.214"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000341189","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000341189","0.067",,"0.9",,,,,"0.909","0.111"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000263923","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000263923","0.076",,"0.9","0.162",,,,"0.941","0.329"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000261799","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000261799","0.096",,"0.9","0.155",,,,"0.926","0.147"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000384675","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000384675","0.055",,"0.9","0.092",,,,"0.959","0.587"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000410294","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000410294","0.073",,"0.9","0.113",,,,"0.925","0.197"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000357470","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000357470",,,"0.9",,,,,"0.901","0.056"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000497069","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000497069",,,"0.9","0.112",,,,"0.949","0.474"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000275493","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000275493","0.086",,"0.9","0.85",,,,"0.988","0.283"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000342235","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000342235","0.084",,"0.9","0.392",,,,"0.947","0.169"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000354207","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000354207","0.102",,"0.9","0.073",,,,"0.922","0.174"
,"pp",,"9606.ENSP00000364995 (pp) 9606.ENSP00000346671","false","pp","9606.ENSP00000364995 (pp) 9606.ENSP00000346671","0.055",,"0.9","0.073",,,,"0.921","0.208"
