"__glayCluster","interaction","KER","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"0","pp",,"9606.ENSP00000375608 (pp) 9606.ENSP00000391592","false","pp","9606.ENSP00000375608 (pp) 5777",,,"0.9",,,,,"0.935","0.384"
,"pp",,"9606.ENSP00000375608 (pp) 9606.ENSP00000365817","false","pp","9606.ENSP00000375608 (pp) 3133",,,"0.65",,,,,"0.928","0.805"
,"pp",,"9606.ENSP00000375608 (pp) 9606.ENSP00000437563","false","pp","9606.ENSP00000375608 (pp) 9606.ENSP00000437563","0.055",,"0.9",,,,,"0.938","0.399"
,"pp",,"9606.ENSP00000375608 (pp) 9606.ENSP00000365402","false","pp","9606.ENSP00000375608 (pp) 3107","0.042",,"0.65",,,,,"0.996","0.99"
,"pp",,"9606.ENSP00000375608 (pp) 9606.ENSP00000438038","false","pp","9606.ENSP00000375608 (pp) 9606.ENSP00000438038","0.087",,"0.9",,,,,"0.981","0.811"
"0","pp",,"9606.ENSP00000375608 (pp) 9606.ENSP00000489597","false","pp","9606.ENSP00000375608 (pp) 9606.ENSP00000489597",,,"0.9",,,,,"0.955","0.569"
,"pp",,"9606.ENSP00000375608 (pp) 9606.ENSP00000497910","false","pp","9606.ENSP00000375608 (pp) 567","0.055",,"0.5","0.94",,,,"0.983","0.475"
,"pp",,"9606.ENSP00000310006 (pp) 9606.ENSP00000268712","false","pp","9606.ENSP00000310006 (pp) NCOR1",,,"0.5","0.953",,,,"0.992","0.703"
,"pp",,"9606.ENSP00000310006 (pp) 9606.ENSP00000338283","false","pp","9606.ENSP00000310006 (pp) 4862",,,,"0.183",,,,"0.947","0.938"
,"pp",,"9606.ENSP00000310006 (pp) 9606.ENSP00000426983","false","pp","9606.ENSP00000310006 (pp) 9575","0.067",,,"0.571",,,,"0.95","0.886"
,"pp",,"9606.ENSP00000310006 (pp) 9606.ENSP00000478187","false","pp","9606.ENSP00000310006 (pp) 9606.ENSP00000478187","0.087",,,,,,,"0.901","0.897"
,"pp",,"9606.ENSP00000310006 (pp) 9606.ENSP00000482093","false","pp","9606.ENSP00000310006 (pp) 8863","0.211",,,"0.125",,,,"0.969","0.96"
,"pp",,"9606.ENSP00000310006 (pp) 9606.ENSP00000256495","false","pp","9606.ENSP00000310006 (pp) 8553","0.112",,,"0.186",,,,"0.913","0.89"
,"pp",,"9606.ENSP00000310006 (pp) 9606.ENSP00000384517","false","pp","9606.ENSP00000310006 (pp) ARNTL","0.092",,,"0.183",,,,"0.959","0.95"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000287820","false","pp","9606.ENSP00000332973 (pp) 5468","0.087",,,"0.512",,,,"0.95","0.898"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000478927","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000478927","0.062",,"0.9","0.446",,,,"0.965","0.42"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000332973 (pp) CTNNB1","0.075",,"0.8","0.768",,,,"0.999","0.98"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000329357","false","pp","9606.ENSP00000332973 (pp) 6667","0.056",,"0.5","0.826",,,,"0.978","0.774"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000268712","false","pp","9606.ENSP00000332973 (pp) NCOR1","0.054",,"0.5",,,,,"0.923","0.851"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000262367","false","pp","9606.ENSP00000332973 (pp) CREBBP","0.088",,,"0.872",,,,"0.995","0.964"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000215832","false","pp","9606.ENSP00000332973 (pp) MAPK1","0.104",,"0.9","0.364",,,,"0.962","0.416"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000351905","false","pp","9606.ENSP00000332973 (pp) 7048","0.166",,"0.9","0.091",,,,"0.998","0.986"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000332973 (pp) 207","0.118",,,"0.618",,,,"0.996","0.99"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000362768","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000362768","0.075",,"0.9","0.292",,,,"0.939","0.184"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000332973 (pp) MAPK8","0.075",,"0.9","0.387",,,,"0.977","0.652"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000263025","false","pp","9606.ENSP00000332973 (pp) MAPK3","0.116",,"0.9",,,,,"0.964","0.635"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000332973 (pp) MAPK9","0.075",,"0.9",,,,,"0.927","0.275"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000362649","false","pp","9606.ENSP00000332973 (pp) 3065","0.072",,"0.5","0.481",,,,"0.98","0.929"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000264606","false","pp","9606.ENSP00000332973 (pp) 9759","0.076",,,"0.313",,,,"0.944","0.92"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000425979","false","pp","9606.ENSP00000332973 (pp) 29102","0.042",,,"0.299",,,,"0.907","0.873"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000437955","false","pp","9606.ENSP00000332973 (pp) HIF1A","0.044",,,"0.785",,,,"0.975","0.889"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000339527","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000339527","0.06",,"0.9","0.635",,,,"0.995","0.897"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000368880","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000368880","0.074",,"0.9","0.318",,,,"0.99","0.872"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000231509","false","pp","9606.ENSP00000332973 (pp) 2908","0.094",,"0.5","0.512",,,,"0.942","0.771"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000324806","false","pp","9606.ENSP00000332973 (pp) 2932","0.074",,,"0.536",,,,"0.95","0.895"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000384273","false","pp","9606.ENSP00000332973 (pp) 5970","0.08",,,"0.132",,,,"0.95","0.944"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000332973 (pp) 3725","0.049",,,"0.787",,,,"0.997","0.99"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000341551","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000341551","0.087",,"0.9","0.999",,,,"0.999","0.989"
"0","pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000221930","false","pp","9606.ENSP00000332973 (pp) 7040","0.067",,"0.5","0.179",,,,"0.99","0.978"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000269305","false","pp","9606.ENSP00000332973 (pp) 7157","0.094",,,"0.469",,,,"0.963","0.929"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000441954","false","pp","9606.ENSP00000332973 (pp) 4090","0.06","0.056","0.72","0.292",,,,"0.98","0.904"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000433623","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000433623","0.068",,,,,,,"0.955","0.954"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000263754","false","pp","9606.ENSP00000332973 (pp) KAT2B","0.049",,,"0.736",,,,"0.926","0.731"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000363822","false","pp","9606.ENSP00000332973 (pp) 367",,,,"0.627",,,,"0.953","0.879"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000364163","false","pp","9606.ENSP00000332973 (pp) 4855",,,"0.9","0.293",,,,"0.947","0.312"
"0","pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000216225","false","pp","9606.ENSP00000332973 (pp) RBX1","0.107",,"0.9","0.292",,,,"0.941","0.184"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000332973 (pp) MYC","0.058",,"0.5","0.292",,,,"0.993","0.983"
,"pp",,"9606.ENSP00000332973 (pp) 9606.ENSP00000361107","false","pp","9606.ENSP00000332973 (pp) BMPR1A","0.061",,"0.9","0.126",,,,"0.957","0.54"
,"pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000263967","false","pp","9606.ENSP00000466363 (pp) 5290",,,"0.914",,,,,"0.929","0.219"
"0","pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000494750","false","pp","9606.ENSP00000466363 (pp) 60","0.054",,"0.9","0.058",,,,"0.915","0.165"
,"pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000255882","false","pp","9606.ENSP00000466363 (pp) 5297","0.191",,"0.918","0.108",,,,"0.966","0.497"
,"pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000482548","false","pp","9606.ENSP00000466363 (pp) 9606.ENSP00000482548","0.083",,"0.9",,,,,"0.947","0.476"
,"pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000501150","false","pp","9606.ENSP00000466363 (pp) 5291",,,"0.914",,,,,"0.934","0.269"
,"pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000365757","false","pp","9606.ENSP00000466363 (pp) 5305",,,"0.9",,,,,"0.926","0.295"
,"pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000497527","false","pp","9606.ENSP00000466363 (pp) 9606.ENSP00000497527",,,"0.9",,,,,"0.903","0.072"
,"pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000262741","false","pp","9606.ENSP00000466363 (pp) PIK3R3",,,"0.913",,,,,"0.922","0.151"
,"pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000400175","false","pp","9606.ENSP00000466363 (pp) RHOA",,,"0.9","0.084",,,,"0.932","0.32"
,"pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000264864","false","pp","9606.ENSP00000466363 (pp) 55300",,,"0.913",,,,,"0.952","0.471"
,"pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000362924","false","pp","9606.ENSP00000466363 (pp) 2934","0.06",,"0.9",,,,,"0.918","0.207"
,"pp",,"9606.ENSP00000466363 (pp) 9606.ENSP00000347032","false","pp","9606.ENSP00000466363 (pp) 79837","0.056",,"0.9",,,,,"0.917","0.199"
,"pp",,"9606.ENSP00000379472 (pp) 9606.ENSP00000384364","false","pp","885 (pp) 4852","0.139",,,,,,,"0.916","0.907"
,"pp",,"9606.ENSP00000457807 (pp) 9606.ENSP00000352035","false","pp","9606.ENSP00000457807 (pp) 3785","0.071",,"0.9",,,,,"0.924","0.255"
,"pp",,"9606.ENSP00000457807 (pp) 9606.ENSP00000373648","false","pp","9606.ENSP00000457807 (pp) 3786","0.071",,"0.9",,,,,"0.923","0.248"
,"pp",,"9606.ENSP00000378464 (pp) 9606.ENSP00000305613","false","pp","9606.ENSP00000378464 (pp) 10815","0.186",,"0.9","0.104",,,,"0.972","0.665"
,"pp",,"9606.ENSP00000378464 (pp) 9606.ENSP00000352544","false","pp","9606.ENSP00000378464 (pp) 10814","0.149",,"0.9","0.096",,,,"0.929","0.194"
,"pp",,"9606.ENSP00000378464 (pp) 9606.ENSP00000222812","false","pp","9606.ENSP00000378464 (pp) STX1A","0.085",,"0.54","0.094",,,,"0.915","0.805"
,"pp",,"9606.ENSP00000378464 (pp) 9606.ENSP00000379602","false","pp","9606.ENSP00000378464 (pp) 6843","0.084",,"0.54","0.094",,,,"0.941","0.866"
,"pp",,"9606.ENSP00000378464 (pp) 9606.ENSP00000254976","false","pp","9606.ENSP00000378464 (pp) SNAP25","0.143",,"0.54","0.099",,,,"0.931","0.83"
,"pp",,"9606.ENSP00000381531 (pp) 9606.ENSP00000426983","false","pp","1453 (pp) 9575",,,"0.9","0.159",,,,"0.97","0.679"
,"pp",,"9606.ENSP00000381531 (pp) 9606.ENSP00000384517","false","pp","1453 (pp) ARNTL","0.056",,"0.9","0.176",,,,"0.975","0.72"
,"pp",,"9606.ENSP00000381531 (pp) 9606.ENSP00000482093","false","pp","1453 (pp) 8863",,,"0.9","0.392",,,,"0.988","0.831"
,"pp",,"9606.ENSP00000408367 (pp) 9606.ENSP00000262315","false","pp","9606.ENSP00000408367 (pp) CHTF18","0.112",,"0.9","0.978",,,,"0.999","0.999"
,"pp",,"9606.ENSP00000408367 (pp) 9606.ENSP00000055077","false","pp","9606.ENSP00000408367 (pp) RFC2","0.1",,"0.9","0.11",,,,"0.999","0.989"
,"pp",,"9606.ENSP00000408367 (pp) 9606.ENSP00000354720","false","pp","9606.ENSP00000408367 (pp) SMC3","0.107",,,"0.279",,,,"0.936","0.91"
,"pp",,"9606.ENSP00000408367 (pp) 9606.ENSP00000408295","false","pp","9606.ENSP00000408367 (pp) RFC5","0.09",,"0.9","0.795",,,,"0.999","0.978"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000284727","false","pp","9606.ENSP00000300688 (pp) ATP5MC3","0.624",,"0.8","0.744",,,,"0.99","0.574"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000381736","false","pp","9606.ENSP00000300688 (pp) ATP5A1","0.381",,"0.944","0.935",,,,"0.999","0.638"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000401770","false","pp","9606.ENSP00000300688 (pp) 9606.ENSP00000401770","0.532",,"0.844","0.828",,,,"0.989","0.28"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000499883","false","pp","9606.ENSP00000300688 (pp) ATP5MC2","0.424",,"0.8","0.643",,,,"0.979","0.556"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000377033","false","pp","9606.ENSP00000300688 (pp) ATP5MC1","0.462",,"0.8","0.829",,,,"0.991","0.588"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000394107","false","pp","9606.ENSP00000300688 (pp) 9606.ENSP00000394107","0.535",,"0.694","0.747",,,,"0.966","0.169"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000425759","false","pp","9606.ENSP00000300688 (pp) 9606.ENSP00000425759","0.912",,,"0.092",,,,"0.966","0.615"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000389649","false","pp","9606.ENSP00000300688 (pp) 9606.ENSP00000389649","0.838",,"0.9","0.911",,,,"0.999","0.814"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000301587","false","pp","9606.ENSP00000300688 (pp) 9606.ENSP00000301587","0.934",,"0.944","0.929",,,,"0.999","0.82"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000354632","false","pp","9606.ENSP00000300688 (pp) ATP6","0.374",,"0.944","0.843",,,,"0.996","0.398"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000215375","false","pp","9606.ENSP00000300688 (pp) ATP5D","0.745",,"0.944","0.964",,,,"0.999","0.688"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000358737","false","pp","9606.ENSP00000300688 (pp) ATP5PB","0.882",,"0.944","0.999",,,,"0.999","0.897"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000349142","false","pp","9606.ENSP00000300688 (pp) 9606.ENSP00000349142","0.761",,"0.944","0.763",,,,"0.999","0.757"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000358840","false","pp","9606.ENSP00000300688 (pp) 9606.ENSP00000358840","0.664",,"0.844","0.85",,,,"0.993","0.267"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000243997","false","pp","9606.ENSP00000300688 (pp) ATP5E","0.76",,"0.944","0.842",,,,"0.999","0.665"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000355265","false","pp","9606.ENSP00000300688 (pp) ATP8","0.128",,"0.944","0.75",,,,"0.989","0.269"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000290299","false","pp","9606.ENSP00000300688 (pp) ATP5O","0.763",,"0.933","0.852",,,,"0.999","0.636"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000306003","false","pp","9606.ENSP00000300688 (pp) 9606.ENSP00000306003","0.886",,"0.944","0.963",,,,"0.999","0.856"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000262030","false","pp","9606.ENSP00000300688 (pp) ATP5B","0.47",,"0.944","0.96",,,,"0.999","0.576"
,"pp",,"9606.ENSP00000300688 (pp) 9606.ENSP00000317780","false","pp","9606.ENSP00000300688 (pp) 9606.ENSP00000317780","0.813",,,"0.137",,,,"0.912","0.5"
"0","pp",,"9606.ENSP00000358513 (pp) 9606.ENSP00000501053","false","pp","1268 (pp) 113",,,"0.9",,,,,"0.907","0.111"
,"pp",,"9606.ENSP00000358513 (pp) 9606.ENSP00000480012","false","pp","1268 (pp) 135","0.051",,,"0.635",,,,"0.956","0.884"
,"pp",,"9606.ENSP00000358513 (pp) 9606.ENSP00000363596","false","pp","1268 (pp) 1269","0.05","0.063","0.9","0.573",,,,"0.981","0.585"
,"pp",,"9606.ENSP00000248923 (pp) 9606.ENSP00000350928","false","pp","9606.ENSP00000248923 (pp) 2571",,,"0.9",,,,,"0.915","0.187"
,"pp",,"9606.ENSP00000248923 (pp) 9606.ENSP00000359258","false","pp","9606.ENSP00000248923 (pp) 2730","0.053",,"0.9",,,,,"0.935","0.372"
,"pp",,"9606.ENSP00000248923 (pp) 9606.ENSP00000381340","false","pp","9606.ENSP00000248923 (pp) 9606.ENSP00000381340","0.116","0.104","0.9",,,,,"0.923","0.146"
,"pp",,"9606.ENSP00000248923 (pp) 9606.ENSP00000338964","false","pp","9606.ENSP00000248923 (pp) 9606.ENSP00000338964",,"0.16","0.9",,,,,"0.93","0.243"
,"pp",,"9606.ENSP00000248923 (pp) 9606.ENSP00000342026","false","pp","9606.ENSP00000248923 (pp) 9588","0.055",,"0.9",,,,"0.042","0.909","0.116"
,"pp",,"9606.ENSP00000248923 (pp) 9606.ENSP00000495750","false","pp","9606.ENSP00000248923 (pp) 2937","0.1",,"0.925",,,,,"0.96","0.458"
,"pp",,"9606.ENSP00000248923 (pp) 9606.ENSP00000365437","false","pp","9606.ENSP00000248923 (pp) 2572",,,"0.9",,,,,"0.911","0.147"
,"pp",,"9606.ENSP00000248923 (pp) 9606.ENSP00000370962","false","pp","9606.ENSP00000248923 (pp) 9606.ENSP00000370962","0.047","0.211","0.9",,,,,"0.947","0.389"
,"pp",,"9606.ENSP00000248923 (pp) 9606.ENSP00000275428","false","pp","9606.ENSP00000248923 (pp) 9606.ENSP00000275428",,,"0.911",,,,,"0.968","0.661"
,"pp",,"9606.ENSP00000248923 (pp) 9606.ENSP00000497574","false","pp","9606.ENSP00000248923 (pp) 2729","0.074",,"0.9",,,,,"0.944","0.453"
,"pp",,"9606.ENSP00000248923 (pp) 9606.ENSP00000360688","false","pp","9606.ENSP00000248923 (pp) 9606.ENSP00000360688",,,"0.9",,,,,"0.904","0.082"
,"pp",,"9606.ENSP00000336740 (pp) 9606.ENSP00000432660","false","pp","LIMK1 (pp) CFL1","0.07",,"0.9","0.987",,,,"0.999","0.983"
,"pp",,"9606.ENSP00000336740 (pp) 9606.ENSP00000400175","false","pp","LIMK1 (pp) RHOA","0.075",,"0.5","0.11",,,,"0.919","0.828"
,"pp",,"9606.ENSP00000336740 (pp) 9606.ENSP00000453858","false","pp","LIMK1 (pp) PAK6","0.042",,"0.9","0.318",,,,"0.942","0.219"
,"pp",,"9606.ENSP00000336740 (pp) 9606.ENSP00000469413","false","pp","LIMK1 (pp) PAK4","0.067",,"0.9","0.318",,,,"0.968","0.569"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000375892","false","pp","9606.ENSP00000363377 (pp) 9606.ENSP00000375892",,,"0.9","0.312",,,,"0.957","0.435"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000262367","false","pp","9606.ENSP00000363377 (pp) CREBBP","0.073",,"0.9","0.681",,,,"0.984","0.535"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000363377 (pp) 207","0.072",,"0.9","0.648",,,,"0.992","0.802"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000363377 (pp) MAPK8",,,"0.9","0.099",,,,"0.938","0.37"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000363377 (pp) CTNNB1",,,,"0.547",,,,"0.915","0.822"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000363377 (pp) MAPK9","0.049",,"0.9","0.099",,,,"0.924","0.226"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000212015","false","pp","9606.ENSP00000363377 (pp) 23411","0.049",,,"0.397",,,,"0.932","0.891"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000215832","false","pp","9606.ENSP00000363377 (pp) MAPK1","0.049",,"0.9","0.057",,,,"0.922","0.239"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000263025","false","pp","9606.ENSP00000363377 (pp) MAPK3","0.086",,"0.9","0.057",,,,"0.934","0.325"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000368880","false","pp","9606.ENSP00000363377 (pp) 9606.ENSP00000368880","0.049",,"0.9","0.258",,,,"0.932","0.162"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000269305","false","pp","9606.ENSP00000363377 (pp) 7157",,,"0.4",,,,,"0.995","0.992"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000229795","false","pp","9606.ENSP00000363377 (pp) 1432","0.067",,"0.9","0.057",,,,"0.923","0.234"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000380044","false","pp","9606.ENSP00000363377 (pp) 1454",,,"0.9","0.078",,,,"0.905","0.06"
,"pp",,"9606.ENSP00000363377 (pp) 9606.ENSP00000500582","false","pp","9606.ENSP00000363377 (pp) AKT3",,,"0.9","0.312",,,,"0.953","0.38"
"0","pp",,"9606.ENSP00000221742 (pp) 9606.ENSP00000357177","false","pp","6511 (pp) 9826",,,,,,,,"0.914","0.914"
,"pp",,"9606.ENSP00000221742 (pp) 9606.ENSP00000432568","false","pp","6511 (pp) 6712","0.063",,,,,,,"0.95","0.949"
,"pp",,"9606.ENSP00000221742 (pp) 9606.ENSP00000262352","false","pp","6511 (pp) 6505",,"0.071","0.9",,,,,"0.943","0.444"
,"pp",,"9606.ENSP00000341243 (pp) 9606.ENSP00000384018","false","pp","9606.ENSP00000341243 (pp) 9606.ENSP00000384018","0.042",,"0.9","0.072",,,,"0.929","0.303"
,"pp",,"9606.ENSP00000341243 (pp) 9606.ENSP00000345206","false","pp","9606.ENSP00000341243 (pp) 9606.ENSP00000345206",,"0.071","0.9",,,,,"0.93","0.315"
,"pp",,"9606.ENSP00000341243 (pp) 9606.ENSP00000362649","false","pp","9606.ENSP00000341243 (pp) 3065","0.067",,"0.9","0.133",,,,"0.921","0.144"
,"pp",,"9606.ENSP00000341243 (pp) 9606.ENSP00000244769","false","pp","9606.ENSP00000341243 (pp) ATXN1",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000341243 (pp) 9606.ENSP00000230354","false","pp","9606.ENSP00000341243 (pp) 6908",,,"0.9","0.091",,,,"0.907","0.068"
,"pp",,"9606.ENSP00000341243 (pp) 9606.ENSP00000262367","false","pp","9606.ENSP00000341243 (pp) CREBBP",,,"0.9","0.08",,,,"0.926","0.263"
,"pp",,"9606.ENSP00000341243 (pp) 9606.ENSP00000430432","false","pp","9606.ENSP00000341243 (pp) 3066;HDAC2","0.067",,"0.9","0.133",,,,"0.918","0.111"
,"pp",,"9606.ENSP00000341243 (pp) 9606.ENSP00000378402","false","pp","9606.ENSP00000341243 (pp) 9606.ENSP00000378402","0.136",,"0.9","0.17",,,,"0.923","0.065"
,"pp",,"9606.ENSP00000341243 (pp) 9606.ENSP00000364163","false","pp","9606.ENSP00000341243 (pp) 4855",,,"0.9","0.133",,,,"0.933","0.295"
,"pp",,"9606.ENSP00000341243 (pp) 9606.ENSP00000263754","false","pp","9606.ENSP00000341243 (pp) KAT2B",,,"0.9","0.091",,,,"0.916","0.159"
,"pp",,"9606.ENSP00000320130 (pp) 9606.ENSP00000367841","false","pp","9606.ENSP00000320130 (pp) DYNLT3","0.077",,"0.72","0.85",,,,"0.982","0.59"
,"pp",,"9606.ENSP00000320130 (pp) 9606.ENSP00000477310","false","pp","9606.ENSP00000320130 (pp) DYNLL2","0.055",,"0.9","0.738",,,,"0.989","0.628"
"0","pp",,"9606.ENSP00000320130 (pp) 9606.ENSP00000376297","false","pp","9606.ENSP00000320130 (pp) DYNLL1","0.055",,"0.9","0.891",,,,"0.997","0.794"
,"pp",,"9606.ENSP00000320130 (pp) 9606.ENSP00000348965","false","pp","9606.ENSP00000320130 (pp) 9606.ENSP00000348965","0.068",,"0.9","0.995",,,,"0.999","0.966"
,"pp",,"9606.ENSP00000320130 (pp) 9606.ENSP00000455791","false","pp","9606.ENSP00000320130 (pp) DYNLRB2",,,"0.72","0.607",,,,"0.952","0.601"
,"pp",,"9606.ENSP00000320130 (pp) 9606.ENSP00000380378","false","pp","9606.ENSP00000320130 (pp) 5048","0.107",,"0.5","0.645",,,,"0.909","0.496"
,"pp",,"9606.ENSP00000320130 (pp) 9606.ENSP00000361800","false","pp","9606.ENSP00000320130 (pp) WDR34",,,"0.72","0.599",,,,"0.901","0.193"
,"pp",,"9606.ENSP00000320130 (pp) 9606.ENSP00000497174","false","pp","9606.ENSP00000320130 (pp) DYNC2H1","0.068",,"0.9","0.263",,,,"0.961","0.505"
,"pp",,"9606.ENSP00000320130 (pp) 9606.ENSP00000474032","false","pp","9606.ENSP00000320130 (pp) DYNC2LI1","0.043",,"0.9",,,,,"0.942","0.445"
,"pp",,"9606.ENSP00000320130 (pp) 9606.ENSP00000349679","false","pp","9606.ENSP00000320130 (pp) DYNLRB1","0.044",,"0.72","0.907",,,,"0.99","0.659"
,"pp",,"9606.ENSP00000320130 (pp) 9606.ENSP00000356056","false","pp","9606.ENSP00000320130 (pp) DYNLT1","0.054",,"0.72","0.839",,,,"0.981","0.626"
,"pp",,"9606.ENSP00000209875 (pp) 9606.ENSP00000328547","false","pp","CBX5 (pp) 1789","0.072",,,"0.735",,,,"0.932","0.748"
,"pp",,"9606.ENSP00000209875 (pp) 9606.ENSP00000352516","false","pp","CBX5 (pp) 1786","0.11",,,"0.536",,,,"0.928","0.841"
,"pp",,"9606.ENSP00000209875 (pp) 9606.ENSP00000271640","false","pp","CBX5 (pp) 9869","0.068",,,"0.357",,,,"0.981","0.971"
,"pp",,"9606.ENSP00000257905 (pp) 9606.ENSP00000375080","false","pp","9606.ENSP00000257905 (pp) 9606.ENSP00000375080","0.042",,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000257905 (pp) 9606.ENSP00000372042","false","pp","9606.ENSP00000257905 (pp) 9606.ENSP00000372042","0.074",,"0.9",,,,,"0.906","0.071"
,"pp",,"9606.ENSP00000257905 (pp) 9606.ENSP00000325074","false","pp","9606.ENSP00000257905 (pp) 9606.ENSP00000325074",,,"0.9",,,,,"0.902","0.063"
,"pp",,"9606.ENSP00000257905 (pp) 9606.ENSP00000341779","false","pp","9606.ENSP00000257905 (pp) 9606.ENSP00000341779",,,"0.9",,,,,"0.975","0.764"
