"__glayCluster","interaction","KER","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
,"pp",,"9606.ENSP00000299166 (pp) 9606.ENSP00000354665","false","pp","9606.ENSP00000299166 (pp) 9606.ENSP00000354665",,,"0.851","0.895",,,,"0.991","0.49"
,"pp",,"9606.ENSP00000299166 (pp) 9606.ENSP00000407336","false","pp","9606.ENSP00000299166 (pp) 9606.ENSP00000407336","0.62",,"0.968","0.994",,,,"0.999","0.95"
,"pp",,"9606.ENSP00000299166 (pp) 9606.ENSP00000441126","false","pp","9606.ENSP00000299166 (pp) 9606.ENSP00000441126","0.329",,"0.968","0.825",,,,"0.998","0.64"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000360609","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000360609",,,"0.8","0.07",,,,"0.995","0.975"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000362680",,,,"0.099",,,,"0.927","0.922"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000266376","false","pp","9606.ENSP00000304643 (pp) CACNA1C",,,"0.9","0.136",,,,"0.999","0.99"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000319060","false","pp","9606.ENSP00000304643 (pp) CAMK2G","0.067",,,"0.129",,,,"0.982","0.98"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000335153","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000335153",,,"0.8","0.07",,,,"0.996","0.983"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000339191","false","pp","9606.ENSP00000304643 (pp) 857","0.045",,"0.8",,,,,"0.995","0.979"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000354900","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000354900",,,,,,,,"0.933","0.933"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000370744","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000370744",,,"0.9","0.045",,,,"0.939","0.413"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000355533","false","pp","9606.ENSP00000304643 (pp) RYR2",,,"0.9","0.218",,,,"0.999","0.993"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000380958","false","pp","9606.ENSP00000304643 (pp) 4155",,,,"0.07",,,,"0.987","0.987"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000384484","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000384484",,,"0.9","0.045",,,,"0.94","0.432"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000312741","false","pp","9606.ENSP00000304643 (pp) 10645",,,"0.9","0.045",,,,"0.997","0.979"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000407586","0.074",,"0.9","0.097",,,,"0.96","0.579"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000482457","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000482457",,,"0.9",,,,,"0.927","0.307"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000479261","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000479261",,,,"0.086",,,,"0.963","0.962"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000419081","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000419081",,,"0.9",,,,,"0.961","0.633"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000234310","false","pp","9606.ENSP00000304643 (pp) 5534",,,"0.65","0.057",,,,"0.948","0.856"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000363435","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000363435",,,"0.9","0.045",,,,"0.979","0.805"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000360608","false","pp","9606.ENSP00000304643 (pp) GRIN1",,,"0.65","0.047",,,,"0.959","0.888"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000309591","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000309591",,,"0.65",,,,,"0.988","0.969"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000500386","false","pp","9606.ENSP00000304643 (pp) CAMK2A","0.044",,"0.9","0.254",,,,"0.999","0.993"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000369689","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000369689",,"0.081","0.9",,,,,"0.963","0.633"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000304643 (pp) 2099",,,,"0.045",,,,"0.979","0.979"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000377372","false","pp","9606.ENSP00000304643 (pp) 2596","0.055",,,"0.045",,,,"0.987","0.987"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000352035","false","pp","9606.ENSP00000304643 (pp) 3785",,,,"0.129",,,,"0.955","0.951"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000477999","false","pp","9606.ENSP00000304643 (pp) 4842",,,"0.9","0.046",,,,"0.999","0.995"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000380878","false","pp","9606.ENSP00000304643 (pp) 5533",,,"0.9","0.147",,,,"0.94","0.36"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000262039","false","pp","9606.ENSP00000304643 (pp) 5289",,,,,,,,"0.975","0.975"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000366488","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000366488",,,"0.65",,,,,"0.991","0.978"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000358548","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000358548","0.074",,"0.9","0.097",,,,"0.954","0.523"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000315299","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000315299",,"0.063","0.9",,,,,"0.962","0.632"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000477455","false","pp","9606.ENSP00000304643 (pp) GRIN2B","0.042",,"0.65","0.06",,,,"0.926","0.794"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000306253","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000306253",,,"0.9","0.045",,,,"0.98","0.816"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000284292","false","pp","9606.ENSP00000304643 (pp) 4900",,,,,,,,"0.992","0.992"
"0","pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000379098","false","pp","9606.ENSP00000304643 (pp) CAMK2B","0.074",,"0.9","0.254",,,,"0.983","0.792"
,"pp",,"9606.ENSP00000304643 (pp) 9606.ENSP00000341940","false","pp","9606.ENSP00000304643 (pp) 9606.ENSP00000341940","0.087",,"0.8",,,,,"0.941","0.703"
,"pp",,"9606.ENSP00000289081 (pp) 9606.ENSP00000367910","false","pp","9606.ENSP00000289081 (pp) 9606.ENSP00000367910","0.138",,"0.9","0.998",,,,"0.999","0.999"
,"pp",,"9606.ENSP00000289081 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000289081 (pp) 672","0.153",,,"0.439",,,,"0.926","0.859"
,"pp",,"9606.ENSP00000289081 (pp) 9606.ENSP00000232424","false","pp","9606.ENSP00000289081 (pp) HES1",,,"0.8","0.994",,,,"0.998",
,"pp",,"9606.ENSP00000289081 (pp) 9606.ENSP00000330875","false","pp","9606.ENSP00000289081 (pp) 9606.ENSP00000330875","0.095",,"0.9","0.998",,,,"0.999","0.999"
,"pp",,"9606.ENSP00000289081 (pp) 9606.ENSP00000369497","false","pp","9606.ENSP00000289081 (pp) 675","0.063",,,,,,,"0.919","0.918"
,"pp",,"9606.ENSP00000289081 (pp) 9606.ENSP00000287647","false","pp","9606.ENSP00000289081 (pp) FANCD2","0.101",,"0.9","0.911",,,,"0.999","0.98"
,"pp",,"9606.ENSP00000289081 (pp) 9606.ENSP00000310842","false","pp","9606.ENSP00000289081 (pp) 9606.ENSP00000310842","0.127",,"0.9","0.8",,,,"0.999","0.955"
"0","pp",,"9606.ENSP00000289081 (pp) 9606.ENSP00000261584","false","pp","9606.ENSP00000289081 (pp) 79728","0.212",,,,,,,"0.908","0.888"
,"pp",,"9606.ENSP00000420168 (pp) 9606.ENSP00000335620","false","pp","9606.ENSP00000420168 (pp) 2938","0.435","0.048","0.9","0.61",,,,"0.987","0.505"
,"pp",,"9606.ENSP00000420168 (pp) 9606.ENSP00000495750","false","pp","9606.ENSP00000420168 (pp) 2937","0.109",,"0.9","0.091",,,,"0.927","0.213"
,"pp",,"9606.ENSP00000420168 (pp) 9606.ENSP00000440689","false","pp","9606.ENSP00000420168 (pp) 1571","0.074",,"0.9","0.045",,,,"0.937","0.378"
,"pp",,"9606.ENSP00000420168 (pp) 9606.ENSP00000498939","false","pp","9606.ENSP00000420168 (pp) 1576","0.15",,"0.9",,,,,"0.942","0.378"
,"pp",,"9606.ENSP00000420168 (pp) 9606.ENSP00000342007","false","pp","9606.ENSP00000420168 (pp) 1544","0.067",,"0.9","0.045",,,,"0.944","0.448"
,"pp",,"9606.ENSP00000420168 (pp) 9606.ENSP00000342026","false","pp","9606.ENSP00000420168 (pp) 9588","0.063",,"0.9","0.045",,,,"0.913","0.148"
,"pp",,"9606.ENSP00000348461 (pp) 9606.ENSP00000481038","false","pp","RAC1 (pp) CYFIP1","0.182",,"0.5","0.957",,,,"0.993","0.675"
,"pp",,"9606.ENSP00000348461 (pp) 9606.ENSP00000453858","false","pp","RAC1 (pp) PAK6","0.063",,"0.5","0.755",,,,"0.934","0.494"
,"pp",,"9606.ENSP00000248572 (pp) 9606.ENSP00000292303","false","pp","9606.ENSP00000248572 (pp) 1234",,,"0.9","0.816",,,,"0.981","0.053"
,"pp",,"9606.ENSP00000248572 (pp) 9606.ENSP00000398629","false","pp","9606.ENSP00000248572 (pp) 9606.ENSP00000398629","0.042",,"0.54","0.092",,,,"0.93","0.846"
,"pp",,"9606.ENSP00000248572 (pp) 9606.ENSP00000337949","false","pp","9606.ENSP00000248572 (pp) 3363",,,"0.9","0.12",,,,"0.917","0.134"
,"pp",,"9606.ENSP00000248572 (pp) 9606.ENSP00000360141","false","pp","9606.ENSP00000248572 (pp) 2778","0.085",,"0.9","0.672",,,,"0.971","0.162"
,"pp",,"9606.ENSP00000248572 (pp) 9606.ENSP00000367872","false","pp","9606.ENSP00000248572 (pp) 9606.ENSP00000367872","0.055",,"0.9","0.999",,,,"0.999","0.933"
,"pp",,"9606.ENSP00000248572 (pp) 9606.ENSP00000257068","false","pp","9606.ENSP00000248572 (pp) 4544","0.047",,"0.9","0.12",,,,"0.908",
,"pp",,"9606.ENSP00000248572 (pp) 9606.ENSP00000262406","false","pp","9606.ENSP00000248572 (pp) 8787",,,"0.9","0.049",,,,"0.936","0.381"
,"pp",,"9606.ENSP00000248572 (pp) 9606.ENSP00000229264","false","pp","9606.ENSP00000248572 (pp) 2784","0.055",,"0.54","0.996",,,,"0.999","0.883"
,"pp",,"9606.ENSP00000358262 (pp) 9606.ENSP00000476136","false","pp","CHD1L (pp) 8970","0.061",,,"0.911",,,,"0.917","0.096"
,"pp",,"9606.ENSP00000358262 (pp) 9606.ENSP00000479106","false","pp","CHD1L (pp) HIST1H4A",,,,"0.913",,,,"0.915","0.064"
,"pp",,"9606.ENSP00000337477 (pp) 9606.ENSP00000369424","false","pp","9606.ENSP00000337477 (pp) 9606.ENSP00000369424","0.061",,"0.54","0.776",,,,"0.925","0.323"
,"pp",,"9606.ENSP00000337477 (pp) 9606.ENSP00000378402","false","pp","9606.ENSP00000337477 (pp) 9606.ENSP00000378402","0.047",,"0.9","0.724",,,,"0.99","0.695"
,"pp",,"9606.ENSP00000337477 (pp) 9606.ENSP00000362592","false","pp","9606.ENSP00000337477 (pp) 9606.ENSP00000362592","0.074",,"0.72","0.617",,,,"0.935","0.425"
,"pp",,"9606.ENSP00000337477 (pp) 9606.ENSP00000430432","false","pp","9606.ENSP00000337477 (pp) 3066;HDAC2","0.084",,"0.9","0.713",,,,"0.976","0.209"
,"pp",,"9606.ENSP00000337477 (pp) 9606.ENSP00000362649","false","pp","9606.ENSP00000337477 (pp) 3065","0.062",,"0.72","0.778",,,,"0.967","0.513"
,"pp",,"9606.ENSP00000360060 (pp) 9606.ENSP00000262320","false","pp","9606.ENSP00000360060 (pp) AXIN1","0.072",,"0.4","0.292",,,,"0.992","0.984"
,"pp",,"9606.ENSP00000360060 (pp) 9606.ENSP00000368166","false","pp","9606.ENSP00000360060 (pp) 9606.ENSP00000368166","0.061",,"0.9","0.292",,,,"0.996","0.954"
,"pp",,"9606.ENSP00000360060 (pp) 9606.ENSP00000324806","false","pp","9606.ENSP00000360060 (pp) 2932",,,"0.9","0.843",,,,"0.999","0.979"
"0","pp",,"9606.ENSP00000306866 (pp) 9606.ENSP00000374455","false","pp","11337 (pp) SQSTM1","0.101",,"0.9","0.907",,,,"0.999","0.996"
,"pp",,"9606.ENSP00000306866 (pp) 9606.ENSP00000370003","false","pp","11337 (pp) BNIP3L","0.098",,"0.9","0.292",,,,"0.999","0.995"
,"pp",,"9606.ENSP00000306866 (pp) 9606.ENSP00000432412","false","pp","11337 (pp) ATG13","0.12",,,"0.763",,,,"0.968","0.86"
,"pp",,"9606.ENSP00000306866 (pp) 9606.ENSP00000324560","false","pp","11337 (pp) ULK1","0.152",,,"0.913",,,,"0.996","0.958"
"0","pp",,"9606.ENSP00000306866 (pp) 9606.ENSP00000355231","false","pp","11337 (pp) 8678;BECN1","0.084",,"0.9","0.071",,,,"0.991","0.909"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000467262","false","pp","9606.ENSP00000418438 (pp) 9606.ENSP00000467262","0.925",,,"0.83",,,,"0.994","0.576"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000483888","false","pp","9606.ENSP00000418438 (pp) 9606.ENSP00000483888","0.25",,"0.9","0.895",,,,"0.996","0.553"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000425759","false","pp","9606.ENSP00000418438 (pp) 9606.ENSP00000425759","0.638",,,"0.83",,,,"0.961","0.426"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000418803","false","pp","9606.ENSP00000418438 (pp) 9606.ENSP00000418803","0.048",,"0.5","0.629",,,,"0.935","0.679"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000233627","false","pp","9606.ENSP00000418438 (pp) 374291","0.919",,"0.968","0.921",,,,"0.999","0.727"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000419087","false","pp","9606.ENSP00000418438 (pp) 9606.ENSP00000419087","0.198",,"0.968","0.812",,,,"0.996","0.37"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000392709","false","pp","9606.ENSP00000418438 (pp) 4719","0.164",,"0.968","0.919",,,,"0.999","0.598"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000497587","false","pp","9606.ENSP00000418438 (pp) 4723","0.5",,"0.968","0.921",,,,"0.999","0.712"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000261584","false","pp","9606.ENSP00000418438 (pp) 79728","0.1",,"0.467","0.842",,,,"0.923","0.112"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000441126","false","pp","9606.ENSP00000418438 (pp) 9606.ENSP00000441126","0.704",,"0.968","0.825",,,,"0.999","0.546"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000497474","false","pp","9606.ENSP00000418438 (pp) 9606.ENSP00000497474","0.296",,,"0.843",,,,"0.93","0.423"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000327268","false","pp","9606.ENSP00000418438 (pp) 4729","0.318",,"0.968","0.943",,,,"0.999","0.441"
,"pp",,"9606.ENSP00000418438 (pp) 9606.ENSP00000423673","false","pp","9606.ENSP00000418438 (pp) 9606.ENSP00000423673","0.777",,"0.968","0.978",,,,"0.999","0.904"
,"pp",,"9606.ENSP00000357177 (pp) 9606.ENSP00000400175","false","pp","9826 (pp) RHOA","0.093",,"0.9","0.984",,,,"0.999","0.964"
,"pp",,"9606.ENSP00000369798 (pp) 9606.ENSP00000276571","false","pp","9606.ENSP00000369798 (pp) 1392",,,"0.9","0.287",,,,"0.997","0.963"
,"pp",,"9606.ENSP00000369798 (pp) 9606.ENSP00000381333","false","pp","9606.ENSP00000369798 (pp) CRHR1","0.067",,"0.9","0.05",,,,"0.998","0.99"
,"pp",,"9606.ENSP00000282516 (pp) 9606.ENSP00000386414","false","pp","9606.ENSP00000282516 (pp) 9606.ENSP00000386414","0.08",,,"0.84",,,,"0.932","0.578"
,"pp",,"9606.ENSP00000282516 (pp) 9606.ENSP00000298767","false","pp","9606.ENSP00000282516 (pp) WAPAL","0.508",,"0.5","0.126",,,,"0.998","0.995"
,"pp",,"9606.ENSP00000282516 (pp) 9606.ENSP00000323421","false","pp","9606.ENSP00000282516 (pp) SMC1A","0.129",,"0.5","0.991",,,,"0.999","0.998"
,"pp",,"9606.ENSP00000282516 (pp) 9606.ENSP00000372689","false","pp","9606.ENSP00000282516 (pp) STAG1","0.369",,"0.5","0.957",,,,"0.997","0.84"
,"pp",,"9606.ENSP00000282516 (pp) 9606.ENSP00000303427","false","pp","9606.ENSP00000282516 (pp) PDS5A","0.443",,"0.5","0.321",,,,"0.998","0.991"
,"pp",,"9606.ENSP00000282516 (pp) 9606.ENSP00000297338","false","pp","9606.ENSP00000282516 (pp) RAD21","0.153",,"0.5","0.986",,,,"0.999","0.961"
,"pp",,"9606.ENSP00000282516 (pp) 9606.ENSP00000313851","false","pp","9606.ENSP00000282516 (pp) PDS5B","0.454",,"0.5","0.321",,,,"0.989","0.951"
,"pp",,"9606.ENSP00000282516 (pp) 9606.ENSP00000354720","false","pp","9606.ENSP00000282516 (pp) SMC3","0.288",,"0.5","0.996",,,,"0.999","0.998"
"0","pp",,"9606.ENSP00000282516 (pp) 9606.ENSP00000263377","false","pp","9606.ENSP00000282516 (pp) BRD4","0.1",,,"0.51",,,,"0.95","0.897"
,"pp",,"9606.ENSP00000298910 (pp) 9606.ENSP00000306330","false","pp","120892 (pp) YWHAG","0.082",,,"0.803",,,,"0.906","0.525"
,"pp",,"9606.ENSP00000298910 (pp) 9606.ENSP00000355865","false","pp","120892 (pp) PRKN","0.067",,,"0.299",,,,"0.986","0.981"
,"pp",,"9606.ENSP00000298910 (pp) 9606.ENSP00000340820","false","pp","120892 (pp) MAPT",,,,"0.629",,,,"0.932","0.826"
,"pp",,"9606.ENSP00000298910 (pp) 9606.ENSP00000364204","false","pp","120892 (pp) 65018","0.048",,,"0.046",,,,"0.955","0.955"
"0","pp",,"9606.ENSP00000298910 (pp) 9606.ENSP00000380958","false","pp","120892 (pp) 4155","0.095",,,"0.821",,,,"0.92","0.551"
,"pp",,"9606.ENSP00000298910 (pp) 9606.ENSP00000299138","false","pp","120892 (pp) 55737",,,,"0.332",,,,"0.904","0.863"
,"pp",,"9606.ENSP00000311360 (pp) 9606.ENSP00000278616","false","pp","9606.ENSP00000311360 (pp) 472",,,"0.5","0.473",,,,"0.961","0.865"
,"pp",,"9606.ENSP00000311360 (pp) 9606.ENSP00000391090","false","pp","9606.ENSP00000311360 (pp) 1111",,,"0.5",,,,,"0.963","0.93"
"0","pp",,"9606.ENSP00000311360 (pp) 9606.ENSP00000408295","false","pp","9606.ENSP00000311360 (pp) RFC5","0.089",,"0.5","0.949",,,,"0.987","0.508"
,"pp",,"9606.ENSP00000311360 (pp) 9606.ENSP00000369497","false","pp","9606.ENSP00000311360 (pp) 675","0.042",,"0.5","0.136",,,,"0.931","0.855"
,"pp",,"9606.ENSP00000311360 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000311360 (pp) 596","0.062",,,"0.536",,,,"0.934","0.861"
"0","pp",,"9606.ENSP00000311360 (pp) 9606.ENSP00000055077","false","pp","9606.ENSP00000311360 (pp) RFC2","0.097",,"0.5","0.976",,,,"0.997","0.783"
,"pp",,"9606.ENSP00000311360 (pp) 9606.ENSP00000371475","false","pp","9606.ENSP00000311360 (pp) 9606.ENSP00000371475","0.056",,,"0.557",,,,"0.905","0.793"
"0","pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000342235","false","pp","9606.ENSP00000478927 (pp) 2066",,,"0.7","0.802",,,,"0.994","0.915"
,"pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000381531","false","pp","9606.ENSP00000478927 (pp) 1453","0.049",,"0.9",,,,,"0.919","0.219"
,"pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000248975","false","pp","9606.ENSP00000478927 (pp) 7533","0.044",,"0.9","0.785",,,,"0.979","0.11"
"0","pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000378769","false","pp","9606.ENSP00000478927 (pp) PPP1CB","0.062",,"0.9","0.074",,,,"0.912","0.114"
,"pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000486891","false","pp","9606.ENSP00000478927 (pp) 6934","0.08",,"0.8",,,,,"0.911","0.559"
"0","pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000309913","false","pp","9606.ENSP00000478927 (pp) TBX5",,,,"0.292",,,,"0.988","0.984"
,"pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000351905","false","pp","9606.ENSP00000478927 (pp) 7048","0.065",,"0.9","0.071",,,,"0.932","0.318"
"0","pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000438262","false","pp","9606.ENSP00000478927 (pp) TJP2","0.062",,"0.9","0.577",,,,"0.99","0.797"
,"pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000478927 (pp) CTNNB1","0.067",,,"0.836",,,,"0.997","0.987"
,"pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000478927 (pp) 3725",,,,"0.072",,,,"0.909","0.906"
,"pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000264335","false","pp","9606.ENSP00000478927 (pp) 7531","0.059",,"0.9","0.735",,,,"0.977","0.206"
"0","pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000377936","false","pp","9606.ENSP00000478927 (pp) 5521","0.057",,"0.9",,,,,"0.903","0.057"
,"pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000380044","false","pp","9606.ENSP00000478927 (pp) 1454","0.059",,"0.9",,,,,"0.909","0.112"
,"pp",,"9606.ENSP00000478927 (pp) 9606.ENSP00000306330","false","pp","9606.ENSP00000478927 (pp) YWHAG","0.049",,"0.9","0.712",,,,"0.973","0.159"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000300093","false","pp","9606.ENSP00000359206 (pp) PLK1",,,"0.5","0.474",,,,"0.952","0.834"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000257430","false","pp","9606.ENSP00000359206 (pp) 324","0.141",,"0.8","0.787",,,,"0.998","0.963"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000380252","false","pp","9606.ENSP00000359206 (pp) 9606.ENSP00000380252","0.049",,"0.5","0.788",,,,"0.935","0.44"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000324806","false","pp","9606.ENSP00000359206 (pp) 2932","0.118",,"0.5","0.972",,,,"0.999","0.996"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000474725","false","pp","9606.ENSP00000359206 (pp) FBXW7","0.111","0.093","0.9",,,,,"0.981","0.792"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000262320","false","pp","9606.ENSP00000359206 (pp) AXIN1","0.067",,"0.5","0.844",,,,"0.999","0.996"
"0","pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000216225","false","pp","9606.ENSP00000359206 (pp) RBX1",,,"0.9","0.959",,,,"0.999","0.997"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000364003","false","pp","9606.ENSP00000359206 (pp) 9606.ENSP00000364003","0.082",,"0.5","0.615",,,,"0.952","0.764"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000226574","false","pp","9606.ENSP00000359206 (pp) NFKB1",,,"0.5","0.839",,,,"0.964","0.599"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000336790","false","pp","9606.ENSP00000359206 (pp) 468;ATF4",,,,"0.836",,,,"0.908","0.463"
"0","pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000264414","false","pp","9606.ENSP00000359206 (pp) CUL3","0.099",,,"0.422",,,,"0.932","0.88"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000478927","false","pp","9606.ENSP00000359206 (pp) 9606.ENSP00000478927",,,"0.9","0.88",,,,"0.992","0.439"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000419465","false","pp","9606.ENSP00000359206 (pp) 9606.ENSP00000419465",,,"0.9","0.841",,,,"0.989","0.411"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000359206 (pp) CTNNB1","0.051",,"0.9","0.999",,,,"0.999","0.997"
,"pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000482093","false","pp","9606.ENSP00000359206 (pp) 8863","0.06",,"0.9","0.139",,,,"0.931","0.257"
"0","pp",,"9606.ENSP00000359206 (pp) 9606.ENSP00000403293","false","pp","9606.ENSP00000359206 (pp) 9606.ENSP00000403293",,,"0.9",,,,,"0.956","0.58"
,"pp",,"9606.ENSP00000270142 (pp) 9606.ENSP00000482169","false","pp","6647 (pp) 4747","0.042",,"0.9","0.045",,,,"0.976","0.776"
"0","pp",,"9606.ENSP00000270142 (pp) 9606.ENSP00000380878","false","pp","6647 (pp) 5533","0.069",,"0.9",,,,,"0.902",
,"pp",,"9606.ENSP00000270142 (pp) 9606.ENSP00000374455","false","pp","6647 (pp) SQSTM1","0.053",,,"0.252",,,,"0.91","0.884"
,"pp",,"9606.ENSP00000270142 (pp) 9606.ENSP00000381185","false","pp","6647 (pp) 596",,,"0.9","0.329",,,,"0.998","0.977"
,"pp",,"9606.ENSP00000431418 (pp) 9606.ENSP00000501150","false","pp","4914 (pp) 5291","0.05",,"0.9","0.087",,,,"0.932","0.313"
,"pp",,"9606.ENSP00000231454 (pp) 9606.ENSP00000296871","false","pp","9606.ENSP00000231454 (pp) 1437","0.168",,"0.4",,,,,"0.993","0.988"
,"pp",,"9606.ENSP00000231454 (pp) 9606.ENSP00000263339","false","pp","9606.ENSP00000231454 (pp) 3552","0.134",,,,,,,"0.918","0.91"
,"pp",,"9606.ENSP00000231454 (pp) 9606.ENSP00000229135","false","pp","9606.ENSP00000231454 (pp) 3458","0.072",,,,,,,"0.96","0.959"
,"pp",,"9606.ENSP00000231454 (pp) 9606.ENSP00000304915","false","pp","9606.ENSP00000231454 (pp) 9606.ENSP00000304915","0.407",,,,,,,"0.991","0.987"
,"pp",,"9606.ENSP00000231454 (pp) 9606.ENSP00000327890","false","pp","9606.ENSP00000231454 (pp) 3563","0.06",,"0.65",,,,,"0.937","0.826"
"0","pp",,"9606.ENSP00000231454 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000231454 (pp) 7124","0.054",,,,,,,"0.93","0.93"
