term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0106153,0.0248274492279377,TRUE,1,1,1,GO:MF,phosphorylated histone binding,20139,10285,GO:0042393|GO:0140031,TRUE
