KE	ensembl
https://identifiers.org/aop.events/1503	"ENSG00000203811"
https://identifiers.org/aop.events/1503	"ENSG00000274618"
https://identifiers.org/aop.events/1512	"ENSG00000175197"
https://identifiers.org/aop.events/1512	"ENSG00000172071"
https://identifiers.org/aop.events/1512	"ENSG00000178607"
https://identifiers.org/aop.events/1513	"ENSG00000171791"
https://identifiers.org/aop.events/1538	"ENSG00000174951"
https://identifiers.org/aop.events/1602	"ENSG00000173402"
https://identifiers.org/aop.events/1602	"ENSG00000227877"
https://identifiers.org/aop.events/1656	"ENSG00000181104"
https://identifiers.org/aop.events/1656	"ENSG00000251655"
https://identifiers.org/aop.events/177	"ENSG00000167136"
https://identifiers.org/aop.events/18	"ENSG00000175756"
https://identifiers.org/aop.events/18	"ENSG00000197838"
https://identifiers.org/aop.events/18	"ENSG00000255974"
https://identifiers.org/aop.events/18	"ENSG00000198077"
https://identifiers.org/aop.events/18	"ENSG00000180530"
https://identifiers.org/aop.events/1841	"ENSG00000182871"
https://identifiers.org/aop.events/186	"ENSG00000224389"
https://identifiers.org/aop.events/188	"ENSG00000169194"
https://identifiers.org/aop.events/188	"ENSG00000260314"
https://identifiers.org/aop.events/188	"ENSG00000227877"
https://identifiers.org/aop.events/195	"ENSG00000188566"
https://identifiers.org/aop.events/1974	"ENSG00000198125"
https://identifiers.org/aop.events/1983	"ENSG00000176697"
https://identifiers.org/aop.events/1983	"ENSG00000170345"
https://identifiers.org/aop.events/201	"ENSG00000188566"
https://identifiers.org/aop.events/2097	"ENSG00000229150"
https://identifiers.org/aop.events/2097	"ENSG00000169429"
https://identifiers.org/aop.events/2097	"ENSG00000227877"
https://identifiers.org/aop.events/277	"ENSG00000211452"
https://identifiers.org/aop.events/277	"ENSG00000211448"
https://identifiers.org/aop.events/280	"ENSG00000211448"
https://identifiers.org/aop.events/280	"ENSG00000197406"
https://identifiers.org/aop.events/352	"ENSG00000176697"
https://identifiers.org/aop.events/352	"ENSG00000277586"
https://identifiers.org/aop.events/381	"ENSG00000176697"
https://identifiers.org/aop.events/381	"ENSG00000179284"
https://identifiers.org/aop.events/383	"ENSG00000187094"
https://identifiers.org/aop.events/385	"ENSG00000175206"
https://identifiers.org/aop.events/386	"ENSG00000188566"
https://identifiers.org/aop.events/386	"ENSG00000175206"
https://identifiers.org/aop.events/55	"ENSG00000171791"
https://identifiers.org/aop.events/55	"ENSG00000188486"
https://identifiers.org/aop.events/618	"ENSG00000183454"
https://identifiers.org/aop.events/618	"ENSG00000273079"
https://identifiers.org/aop.events/682	"ENSG00000263639"
https://identifiers.org/aop.events/757	"ENSG00000167434"
https://identifiers.org/aop.events/875	"ENSG00000188566"
https://identifiers.org/aop.events/887	"ENSG00000248905"
https://identifiers.org/aop.events/888	"ENSG00000248905"
https://identifiers.org/aop.events/888	"ENSG00000198888"
https://identifiers.org/aop.events/888	"ENSG00000198763"
https://identifiers.org/aop.events/888	"ENSG00000198840"
https://identifiers.org/aop.events/888	"ENSG00000198886"
https://identifiers.org/aop.events/888	"ENSG00000212907"
https://identifiers.org/aop.events/888	"ENSG00000198786"
https://identifiers.org/aop.events/888	"ENSG00000198695"
https://identifiers.org/aop.events/889	"ENSG00000213927"
https://identifiers.org/aop.events/889	"ENSG00000256269"
https://identifiers.org/aop.events/890	"ENSG00000211918"
https://identifiers.org/aop.events/896	"ENSG00000211918"
https://identifiers.org/aop.events/958	"ENSG00000197408"
https://identifiers.org/aop.events/958	"ENSG00000256612"
https://identifiers.org/aop.events/958	"ENSG00000167207"
https://identifiers.org/aop.events/958	"ENSG00000173599"
https://identifiers.org/aop.events/961	"ENSG00000197408"
https://identifiers.org/aop.events/961	"ENSG00000211918"
https://identifiers.org/aop.events/961	"ENSG00000173599"
https://identifiers.org/aop.events/1262	"ENSG00000172465"
https://identifiers.org/aop.events/1492	"ENSG00000232810"
https://identifiers.org/aop.events/1502	"ENSG00000171136"
https://identifiers.org/aop.events/1503	"ENSG00000171136"
https://identifiers.org/aop.events/1656	"ENSG00000270141"
https://identifiers.org/aop.events/1656	"ENSG00000180176"
https://identifiers.org/aop.events/1656	"ENSG00000184470"
https://identifiers.org/aop.events/18	"ENSG00000197122"
https://identifiers.org/aop.events/18	"ENSG00000170348"
https://identifiers.org/aop.events/18	"ENSG00000173465"
https://identifiers.org/aop.events/186	"ENSG00000180176"
https://identifiers.org/aop.events/188	"ENSG00000232810"
https://identifiers.org/aop.events/192	"ENSG00000180176"
https://identifiers.org/aop.events/1974	"ENSG00000187079"
