Ensembl	KEid	AOPid
ENSG00000152818	https://identifiers.org/aop.events/957	https://identifiers.org/aop/152
ENSG00000154415	https://identifiers.org/aop.events/2024	https://identifiers.org/aop/449
ENSG00000154553	https://identifiers.org/aop.events/889	https://identifiers.org/aop/3
ENSG00000155380	https://identifiers.org/aop.events/960; https://identifiers.org/aop.events/961	https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/458
ENSG00000156709	https://identifiers.org/aop.events/177; https://identifiers.org/aop.events/55	https://identifiers.org/aop/3; https://identifiers.org/aop/48; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/17; https://identifiers.org/aop/281; https://identifiers.org/aop/48; https://identifiers.org/aop/490
ENSG00000156738	https://identifiers.org/aop.events/850	https://identifiers.org/aop/459
ENSG00000157005	https://identifiers.org/aop.events/851	https://identifiers.org/aop/54
ENSG00000158856	https://identifiers.org/aop.events/1968	https://identifiers.org/aop/500
ENSG00000160013	https://identifiers.org/aop.events/958	https://identifiers.org/aop/152
ENSG00000160111	https://identifiers.org/aop.events/851	https://identifiers.org/aop/54
ENSG00000160226	https://identifiers.org/aop.events/1392	https://identifiers.org/aop/17; https://identifiers.org/aop/429; https://identifiers.org/aop/464; https://identifiers.org/aop/483
ENSG00000160868	https://identifiers.org/aop.events/961	https://identifiers.org/aop/152; https://identifiers.org/aop/458
ENSG00000162174	https://identifiers.org/aop.events/889	https://identifiers.org/aop/3
ENSG00000162769	https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/1875	https://identifiers.org/aop/152; https://identifiers.org/aop/395
ENSG00000163431	https://identifiers.org/aop.events/960; https://identifiers.org/aop.events/890; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/961	https://identifiers.org/aop/152; https://identifiers.org/aop/3; https://identifiers.org/aop/471; https://identifiers.org/aop/3; https://identifiers.org/aop/464; https://identifiers.org/aop/471; https://identifiers.org/aop/152; https://identifiers.org/aop/458
ENSG00000163517	https://identifiers.org/aop.events/1502	https://identifiers.org/aop/275; https://identifiers.org/aop/449
ENSG00000163531	https://identifiers.org/aop.events/281	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65
ENSG00000163568	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/464
ENSG00000163599	https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/1738	https://identifiers.org/aop/17; https://identifiers.org/aop/152; https://identifiers.org/aop/395
ENSG00000163631	https://identifiers.org/aop.events/960; https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/957; https://identifiers.org/aop.events/959; https://identifiers.org/aop.events/961	https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/458
ENSG00000163659	https://identifiers.org/aop.events/55	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/17; https://identifiers.org/aop/281; https://identifiers.org/aop/48; https://identifiers.org/aop/490
ENSG00000163918	https://identifiers.org/aop.events/383	https://identifiers.org/aop/13
ENSG00000164342	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/464
ENSG00000164400	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/17; https://identifiers.org/aop/483
ENSG00000164458	https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/1825; https://identifiers.org/aop.events/960; https://identifiers.org/aop.events/1738; https://identifiers.org/aop.events/1841	https://identifiers.org/aop/17; https://identifiers.org/aop/464; https://identifiers.org/aop/152; https://identifiers.org/aop/395; https://identifiers.org/aop/374; https://identifiers.org/aop/471
ENSG00000164879	https://identifiers.org/aop.events/757	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/300; https://identifiers.org/aop/42; https://identifiers.org/aop/442
ENSG00000164951	https://identifiers.org/aop.events/177	https://identifiers.org/aop/3; https://identifiers.org/aop/48
ENSG00000164985	https://identifiers.org/aop.events/381	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/54
ENSG00000165264	https://identifiers.org/aop.events/888; https://identifiers.org/aop.events/887	https://identifiers.org/aop/3; https://identifiers.org/aop/3
ENSG00000165841	https://identifiers.org/aop.events/961	https://identifiers.org/aop/152; https://identifiers.org/aop/458
ENSG00000166220	https://identifiers.org/aop.events/280; https://identifiers.org/aop.events/1686; https://identifiers.org/aop.events/757; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/618	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/441; https://identifiers.org/aop/483; https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/300; https://identifiers.org/aop/42; https://identifiers.org/aop/442; https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/300; https://identifiers.org/aop/405; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/485; https://identifiers.org/aop/486; https://identifiers.org/aop/487; https://identifiers.org/aop/488; https://identifiers.org/aop/489; https://identifiers.org/aop/65; https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48
ENSG00000166794	https://identifiers.org/aop.events/1656; https://identifiers.org/aop.events/888; https://identifiers.org/aop.events/875; https://identifiers.org/aop.events/201; https://identifiers.org/aop.events/1825; https://identifiers.org/aop.events/667; https://identifiers.org/aop.events/383; https://identifiers.org/aop.events/381; https://identifiers.org/aop.events/1738; https://identifiers.org/aop.events/195; https://identifiers.org/aop.events/1339; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/1974; https://identifiers.org/aop.events/618	https://identifiers.org/aop/300; https://identifiers.org/aop/485; https://identifiers.org/aop/3; https://identifiers.org/aop/475; https://identifiers.org/aop/48; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/464; https://identifiers.org/aop/10; https://identifiers.org/aop/13; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/54; https://identifiers.org/aop/395; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/214; https://identifiers.org/aop/499; https://identifiers.org/aop/500; https://identifiers.org/aop/3; https://identifiers.org/aop/464; https://identifiers.org/aop/471; https://identifiers.org/aop/441; https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48
ENSG00000167136	https://identifiers.org/aop.events/177	https://identifiers.org/aop/3; https://identifiers.org/aop/48
ENSG00000167165	https://identifiers.org/aop.events/961	https://identifiers.org/aop/152; https://identifiers.org/aop/458
ENSG00000167207	https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/1738	https://identifiers.org/aop/17; https://identifiers.org/aop/152; https://identifiers.org/aop/395
ENSG00000167434	https://identifiers.org/aop.events/757	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/300; https://identifiers.org/aop/42; https://identifiers.org/aop/442
ENSG00000167815	https://identifiers.org/aop.events/1262; https://identifiers.org/aop.events/1502	https://identifiers.org/aop/500; https://identifiers.org/aop/275; https://identifiers.org/aop/449
ENSG00000168003	https://identifiers.org/aop.events/960	https://identifiers.org/aop/152
ENSG00000168621	https://identifiers.org/aop.events/1488	https://identifiers.org/aop/17
ENSG00000169194	https://identifiers.org/aop.events/188; https://identifiers.org/aop.events/1492	https://identifiers.org/aop/12; https://identifiers.org/aop/17; https://identifiers.org/aop/3; https://identifiers.org/aop/374; https://identifiers.org/aop/429; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/17; https://identifiers.org/aop/483
ENSG00000169429	https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/2097	https://identifiers.org/aop/17; https://identifiers.org/aop/483
ENSG00000169682	https://identifiers.org/aop.events/960	https://identifiers.org/aop/152
ENSG00000170345	https://identifiers.org/aop.events/1983	https://identifiers.org/aop/442
ENSG00000170348	https://identifiers.org/aop.events/18	https://identifiers.org/aop/458; https://identifiers.org/aop/459
ENSG00000170890	https://identifiers.org/aop.events/1392	https://identifiers.org/aop/17; https://identifiers.org/aop/429; https://identifiers.org/aop/464; https://identifiers.org/aop/483
ENSG00000170893	https://identifiers.org/aop.events/277	https://identifiers.org/aop/134; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65
ENSG00000170921	https://identifiers.org/aop.events/756	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/300; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459
ENSG00000171136	https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/275
ENSG00000171791	https://identifiers.org/aop.events/1513; https://identifiers.org/aop.events/55	https://identifiers.org/aop/260; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/17; https://identifiers.org/aop/281; https://identifiers.org/aop/48; https://identifiers.org/aop/490
ENSG00000171951	https://identifiers.org/aop.events/890	https://identifiers.org/aop/3; https://identifiers.org/aop/471
ENSG00000172071	https://identifiers.org/aop.events/1512	https://identifiers.org/aop/260; https://identifiers.org/aop/464
ENSG00000172216	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/17
ENSG00000172465	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/500
ENSG00000173402	https://identifiers.org/aop.events/1602	https://identifiers.org/aop/281
ENSG00000173465	https://identifiers.org/aop.events/18	https://identifiers.org/aop/458; https://identifiers.org/aop/459
ENSG00000173599	https://identifiers.org/aop.events/960; https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/961	https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/458
ENSG00000173692	https://identifiers.org/aop.events/1738	https://identifiers.org/aop/395
ENSG00000174951	https://identifiers.org/aop.events/1538; https://identifiers.org/aop.events/1869; https://identifiers.org/aop.events/1492	https://identifiers.org/aop/17; https://identifiers.org/aop/488; https://identifiers.org/aop/17; https://identifiers.org/aop/483
ENSG00000175166	https://identifiers.org/aop.events/1738	https://identifiers.org/aop/395
ENSG00000175197	https://identifiers.org/aop.events/1512	https://identifiers.org/aop/260; https://identifiers.org/aop/464
ENSG00000175206	https://identifiers.org/aop.events/386; https://identifiers.org/aop.events/385; https://identifiers.org/aop.events/960	https://identifiers.org/aop/13; https://identifiers.org/aop/17; https://identifiers.org/aop/405; https://identifiers.org/aop/429; https://identifiers.org/aop/475; https://identifiers.org/aop/54; https://identifiers.org/aop/13; https://identifiers.org/aop/54; https://identifiers.org/aop/152
ENSG00000175756	https://identifiers.org/aop.events/18	https://identifiers.org/aop/458; https://identifiers.org/aop/459
ENSG00000176697	https://identifiers.org/aop.events/1488; https://identifiers.org/aop.events/381; https://identifiers.org/aop.events/1983; https://identifiers.org/aop.events/352	https://identifiers.org/aop/17; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/54; https://identifiers.org/aop/442; https://identifiers.org/aop/12; https://identifiers.org/aop/281; https://identifiers.org/aop/374; https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/500
ENSG00000176840	https://identifiers.org/aop.events/1738	https://identifiers.org/aop/395
ENSG00000178607	https://identifiers.org/aop.events/1512	https://identifiers.org/aop/260; https://identifiers.org/aop/464
ENSG00000179284	https://identifiers.org/aop.events/381	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/54
ENSG00000180176	https://identifiers.org/aop.events/424; https://identifiers.org/aop.events/192; https://identifiers.org/aop.events/425; https://identifiers.org/aop.events/280; https://identifiers.org/aop.events/1656; https://identifiers.org/aop.events/281; https://identifiers.org/aop.events/186; https://identifiers.org/aop.events/960; https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/959; https://identifiers.org/aop.events/277; https://identifiers.org/aop.events/756; https://identifiers.org/aop.events/279; https://identifiers.org/aop.events/961	https://identifiers.org/aop/134; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/65; https://identifiers.org/aop/134; https://identifiers.org/aop/54; https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/300; https://identifiers.org/aop/485; https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/65; https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/134; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/300; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/152; https://identifiers.org/aop/458
ENSG00000180530	https://identifiers.org/aop.events/18	https://identifiers.org/aop/458; https://identifiers.org/aop/459
ENSG00000181104	https://identifiers.org/aop.events/1656	https://identifiers.org/aop/300; https://identifiers.org/aop/485
ENSG00000182871	https://identifiers.org/aop.events/1841	https://identifiers.org/aop/374; https://identifiers.org/aop/471
ENSG00000183048	https://identifiers.org/aop.events/1846	https://identifiers.org/aop/395
ENSG00000183454	https://identifiers.org/aop.events/618	https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48
ENSG00000184012	https://identifiers.org/aop.events/1738	https://identifiers.org/aop/395
ENSG00000184260	https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/275
ENSG00000184470	https://identifiers.org/aop.events/1656	https://identifiers.org/aop/300; https://identifiers.org/aop/485
ENSG00000184613	https://identifiers.org/aop.events/1738	https://identifiers.org/aop/395
ENSG00000184678	https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/275
ENSG00000185344	https://identifiers.org/aop.events/1738	https://identifiers.org/aop/395
ENSG00000185739	https://identifiers.org/aop.events/958	https://identifiers.org/aop/152
ENSG00000187079	https://identifiers.org/aop.events/1974	https://identifiers.org/aop/441
ENSG00000187094	https://identifiers.org/aop.events/383	https://identifiers.org/aop/13
ENSG00000188486	https://identifiers.org/aop.events/55	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/17; https://identifiers.org/aop/281; https://identifiers.org/aop/48; https://identifiers.org/aop/490
ENSG00000188566	https://identifiers.org/aop.events/875; https://identifiers.org/aop.events/386; https://identifiers.org/aop.events/201; https://identifiers.org/aop.events/195	https://identifiers.org/aop/475; https://identifiers.org/aop/48; https://identifiers.org/aop/13; https://identifiers.org/aop/17; https://identifiers.org/aop/405; https://identifiers.org/aop/429; https://identifiers.org/aop/475; https://identifiers.org/aop/54; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/12; https://identifiers.org/aop/13
ENSG00000189056	https://identifiers.org/aop.events/851; https://identifiers.org/aop.events/1846	https://identifiers.org/aop/54; https://identifiers.org/aop/395
ENSG00000196415	https://identifiers.org/aop.events/281	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65
ENSG00000197122	https://identifiers.org/aop.events/18	https://identifiers.org/aop/458; https://identifiers.org/aop/459
ENSG00000197406	https://identifiers.org/aop.events/280	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65
ENSG00000197408	https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/961	https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/458
ENSG00000197838	https://identifiers.org/aop.events/18	https://identifiers.org/aop/458; https://identifiers.org/aop/459
ENSG00000198077	https://identifiers.org/aop.events/18	https://identifiers.org/aop/458; https://identifiers.org/aop/459
ENSG00000198125	https://identifiers.org/aop.events/1974	https://identifiers.org/aop/441
ENSG00000198695	https://identifiers.org/aop.events/888	https://identifiers.org/aop/3
ENSG00000198763	https://identifiers.org/aop.events/888	https://identifiers.org/aop/3
ENSG00000198786	https://identifiers.org/aop.events/888	https://identifiers.org/aop/3
ENSG00000198840	https://identifiers.org/aop.events/888	https://identifiers.org/aop/3
ENSG00000198886	https://identifiers.org/aop.events/888	https://identifiers.org/aop/3
ENSG00000198888	https://identifiers.org/aop.events/888	https://identifiers.org/aop/3
ENSG00000203811	https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/275
ENSG00000211448	https://identifiers.org/aop.events/280; https://identifiers.org/aop.events/277	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/134; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65
ENSG00000211452	https://identifiers.org/aop.events/277	https://identifiers.org/aop/134; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65
ENSG00000211918	https://identifiers.org/aop.events/890; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/961	https://identifiers.org/aop/3; https://identifiers.org/aop/471; https://identifiers.org/aop/3; https://identifiers.org/aop/464; https://identifiers.org/aop/471; https://identifiers.org/aop/152; https://identifiers.org/aop/458
ENSG00000212907	https://identifiers.org/aop.events/888	https://identifiers.org/aop/3
ENSG00000213658	https://identifiers.org/aop.events/960	https://identifiers.org/aop/152
ENSG00000213927	https://identifiers.org/aop.events/889	https://identifiers.org/aop/3
ENSG00000224389	https://identifiers.org/aop.events/186	https://identifiers.org/aop/65
ENSG00000227877	https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/1602; https://identifiers.org/aop.events/188; https://identifiers.org/aop.events/2097; https://identifiers.org/aop.events/1492	https://identifiers.org/aop/17; https://identifiers.org/aop/281; https://identifiers.org/aop/12; https://identifiers.org/aop/17; https://identifiers.org/aop/3; https://identifiers.org/aop/374; https://identifiers.org/aop/429; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/483; https://identifiers.org/aop/17; https://identifiers.org/aop/483
ENSG00000228750	https://identifiers.org/aop.events/1488	https://identifiers.org/aop/17
ENSG00000229150	https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/2097	https://identifiers.org/aop/17; https://identifiers.org/aop/483
ENSG00000232810	https://identifiers.org/aop.events/55; https://identifiers.org/aop.events/188; https://identifiers.org/aop.events/1492	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/17; https://identifiers.org/aop/281; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/12; https://identifiers.org/aop/17; https://identifiers.org/aop/3; https://identifiers.org/aop/374; https://identifiers.org/aop/429; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/17; https://identifiers.org/aop/483
ENSG00000241635	https://identifiers.org/aop.events/961	https://identifiers.org/aop/152; https://identifiers.org/aop/458
ENSG00000248905	https://identifiers.org/aop.events/888; https://identifiers.org/aop.events/887	https://identifiers.org/aop/3; https://identifiers.org/aop/3
ENSG00000251655	https://identifiers.org/aop.events/1656	https://identifiers.org/aop/300; https://identifiers.org/aop/485
ENSG00000255974	https://identifiers.org/aop.events/18	https://identifiers.org/aop/458; https://identifiers.org/aop/459
ENSG00000256269	https://identifiers.org/aop.events/889	https://identifiers.org/aop/3
ENSG00000256612	https://identifiers.org/aop.events/958	https://identifiers.org/aop/152
ENSG00000260314	https://identifiers.org/aop.events/188; https://identifiers.org/aop.events/1492	https://identifiers.org/aop/12; https://identifiers.org/aop/17; https://identifiers.org/aop/3; https://identifiers.org/aop/374; https://identifiers.org/aop/429; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/17; https://identifiers.org/aop/483
ENSG00000263639	https://identifiers.org/aop.events/682	https://identifiers.org/aop/10
ENSG00000270141	https://identifiers.org/aop.events/1656	https://identifiers.org/aop/300; https://identifiers.org/aop/485
ENSG00000273079	https://identifiers.org/aop.events/618	https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48
ENSG00000274618	https://identifiers.org/aop.events/1262; https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	https://identifiers.org/aop/500; https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/275
ENSG00000275896	https://identifiers.org/aop.events/1738	https://identifiers.org/aop/395
ENSG00000277586	https://identifiers.org/aop.events/352	https://identifiers.org/aop/12; https://identifiers.org/aop/281; https://identifiers.org/aop/374; https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/500
