"DisGeNET","Ensembl","gLayCluster","Literature","Literature.doi","name","Name2","selected","shared name","WikiPathways"
"1","ENSG00000178038","768",,,"259173","ALS2CL","false","259173",
"1","ENSG00000101680","769",,,"284217","LAMA1","false","284217",
"1","ENSG00000185298","770",,,"339230","CCDC137","false","339230",
"1","ENSG00000114030","771",,,"3836","KPNA1","false","3836",
"1","ENSG00000123384","772",,,"4035","LRP1","false","4035",
"1","ENSG00000078808","773",,,"51150","SDF4","false","51150",
"1","ENSG00000051382","774",,,"5291","PIK3CB","false","5291",
"1","ENSG00000139697","775",,,"55206","SBNO1","false","55206",
"1","ENSG00000180530","776","1","10.1038/s41586-022-04434-5","8204;NRIP1","NRIP1","false","8204;NRIP1",
"1","ENSG00000196954","777",,,"837","CASP4","false","837",
"1","ENSG00000089094","778",,,"84678","KDM2B","false","84678",
"1","ENSG00000180720","779",,,"1132","CHRM4","false","1132",
"1","ENSG00000110492","780",,,"4192","MDK","false","4192",
"1","ENSG00000070778","781",,,"11099","PTPN21","false","11099",
"1","ENSG00000165521","782",,,"161436","EML5","false","161436",
"1","ENSG00000164885","783",,,"1020","CDK5","false","1020",
"1","ENSG00000176749","784",,,"8851","CDK5R1","false","8851",
"1","ENSG00000166741","785",,,"4837","NNMT","false","4837",
"1","ENSG00000028116","786",,,"7444","VRK2","false","7444",
"1","ENSG00000048740","787",,,"10659","CELF2","false","10659",
"1","ENSG00000118922","788",,,"11278","KLF12","false","11278",
"1","ENSG00000147606","789",,,"115111","SLC26A7","false","115111",
"1","ENSG00000112053","790",,,"116369","SLC26A8","false","116369",
"1","ENSG00000185926","791",,,"119749","OR4C46","false","119749",
"1","ENSG00000168542","792",,,"1281","COL3A1","false","1281",
"1","ENSG00000198643","793",,,"131177","FAM3D","false","131177",
"1","ENSG00000153060","794",,,"146279","TEKT5","false","146279",
"1","ENSG00000145375","795",,,"166378","SPATA5","false","166378",
"1","ENSG00000188641","796","1","10.1038/s41586-022-04434-5","1806;DPYD","DPYD","false","1806;DPYD",
"1","ENSG00000153294","797",,,"221393","ADGRF4","false","221393",
"1","ENSG00000182606","798",,,"22906","TRAK1","false","22906",
"1","ENSG00000154822","799",,,"23228","PLCL2","false","23228",
"1","ENSG00000198793","800",,,"2475","MTOR","false","2475",
"1","ENSG00000181378","801",,,"255101","CFAP65","false","255101",
"1","ENSG00000134812","802",,,"2694","CBLIF","false","2694",
"1","ENSG00000161526","803",,,"29115","SAP30BP","false","29115",
"1","ENSG00000183647","804",,,"348327","ZNF530","false","348327",
"1","ENSG00000068383","805",,,"3632","INPP5A","false","3632",
"1","ENSG00000158292","806",,,"387509","GPR153","false","387509",
"1","ENSG00000196569","807",,,"3908","LAMA2","false","3908",
"1","ENSG00000140464","808",,,"5371","PML","false","5371",
"1","ENSG00000288702","809",,,"54659","UGT1A3","false","54659",
"1","ENSG00000120008","810",,,"55717","WDR11","false","55717",
"1","ENSG00000069329","811",,,"55737","VPS35","false","55737",
"1","ENSG00000088298","812",,,"55741","EDEM2","false","55741",
"1","ENSG00000076641","813",,,"55824","PAG1","false","55824",
"1","ENSG00000159788","814",,,"6002","RGS12","false","6002",
"1","ENSG00000215251","815",,,"60493","FASTKD5","false","60493",
"1","ENSG00000205669","816",,,"641372","ACOT6","false","641372",
"1","ENSG00000137801","817",,,"7057","THBS1","false","7057",
"1","ENSG00000196367","818",,,"8295","TRRAP","false","8295",
"1","ENSG00000149564","819",,,"90952","ESAM","false","90952",
"1","ENSG00000156140","820",,,"9508","ADAMTS3","false","9508",
"1","ENSG00000110697","821",,,"9600","PITPNM1","false","9600",
"1","ENSG00000155495","822",,,"9947","MAGEC1","false","9947",
"1","ENSG00000188486","823",,,"3014","H2AX","false","3014",
"1","ENSG00000132670","824",,,"5786","PTPRA","false","5786",
"1","ENSG00000183715","825","1","10.1038/s41586-022-04434-5","4978;OPCML","OPCML","false","4978;OPCML",
"1","ENSG00000165029","826",,,"19","ABCA1","false","19",
"1","ENSG00000175445","827",,,"4023","LPL","false","4023",
"1","ENSG00000104368","828",,,"5327","PLAT","false","5327",
"1","ENSG00000125779","829",,,"80025","PANK2","false","80025",
"1","ENSG00000070526","830",,,"55808","ST6GALNAC1","false","55808",
"1","ENSG00000186487","831",,,"23040","MYT1L","false","23040",
"1","ENSG00000284202","832",,,"406928","MIR137","false","406928",
"1","ENSG00000162989","833",,,"3760","KCNJ3","false","3760",
"1","ENSG00000173372","834",,,"712","C1QA","false","712",
"1","ENSG00000173369","835",,,"713","C1QB","false","713",
"1","ENSG00000214113","836",,,"57128","LYRM4","false","57128",
"1","ENSG00000113594","837",,,"3977","LIFR","false","3977",
"1","ENSG00000197381","838",,,"104","ADARB1","false","104",
"1","ENSG00000142168","839",,,"6647","SOD1","false","6647",
"1","ENSG00000189134","840",,,"222698","NKAPL","false","222698",
"1","ENSG00000187626","841",,,"387032","ZKSCAN4","false","387032",
"1","ENSG00000137338","842",,,"84547","PGBD1","false","84547",
"1","ENSG00000157570","843",,,"90139","TSPAN18","false","90139",
"1","ENSG00000214285","844",,,"594857","NPS","false","594857",
"1","ENSG00000284536","845",,,"406952","MIR17","false","406952",
"1","ENSG00000284185","846",,,"407003","MIR219A2","false","407003",
"1","ENSG00000172179","847",,,"5617","PRL","false","5617",
"1","ENSG00000204305","848",,,"177","AGER","false","177",
"1","ENSG00000139318","849",,,"1848","DUSP6","false","1848",
"1","ENSG00000256762","850",,,"246744","STH","false","246744",
"1","ENSG00000204592","851",,,"3133","HLA-E","false","3133",
"1","ENSG00000095794","852",,,"1390","CREM","false","1390",
"1","ENSG00000038295","853",,,"7092","TLL1","false","7092",
"1","ENSG00000101074","854",,,"140902","R3HDML","false","140902",
"1","ENSG00000181355","855",,,"266553","OFCC1","false","266553",
"1","ENSG00000197110","856",,,"282617","IFNL3","false","282617",
"1","ENSG00000151388","857",,,"81792","ADAMTS12","false","81792",
"1","ENSG00000043355","858",,,"7546","ZIC2","false","7546",
"1","ENSG00000213923","859",,,"1454","CSNK1E","false","1454",
"1","ENSG00000175087","860",,,"149420","PDIK1L","false","149420",
"1","ENSG00000157017","861",,,"51738","GHRL","false","51738",
"1","ENSG00000064932","862",,,"22904","SBNO2","false","22904",
"1","ENSG00000151276","863",,,"9223","MAGI1","false","9223",
"1","ENSG00000187391","864",,,"9863","MAGI2","false","9863",
"1","ENSG00000112812","865",,,"10279","PRSS16","false","10279",
"1","ENSG00000050628","866",,,"5733","PTGER3","false","5733",
"1","ENSG00000095303","867",,,"5742","PTGS1","false","5742",
"1","ENSG00000166206","868",,,"2562","GABRB3","false","2562",
"1","ENSG00000124479","869",,,"4693","NDP","false","4693",
"1","ENSG00000187323","870","1","10.1038/s41586-022-04434-5","1630;DCC","DCC","false","1630;DCC",
"1","ENSG00000124635","871",,,"8970","H2BC11","false","8970",
"1","ENSG00000117091","872",,,"962","CD48","false","962",
"1","ENSG00000130287","873",,,"1463","NCAN","false","1463",
"1","ENSG00000175220","874",,,"392","ARHGAP1","false","392",
"1","ENSG00000134909","875",,,"9743","ARHGAP32","false","9743",
"1","ENSG00000133083","876",,,"9201","DCLK1","false","9201",
"1","ENSG00000026103","877",,,"355","FAS","false","355",
"1","ENSG00000015475","878",,,"637","BID","false","637",
"1","ENSG00000161955","879",,,"8741","TNFSF13","false","8741",
"1","ENSG00000143727","880",,,"52","ACP1","false","52",
"1","ENSG00000110786","881",,,"84867","PTPN5","false","84867",
"1","ENSG00000130649","882",,,"1571","CYP2E1","false","1571",
"1","ENSG00000188778","883",,,"155","ADRB3","false","155",
"1","ENSG00000054282","884",,,"10806","SDCCAG8","false","10806",
"1","ENSG00000162267","885",,,"3699","ITIH3","false","3699",
"1","ENSG00000166165","886",,,"1152","CKB","false","1152",
"1","ENSG00000111669","887",,,"7167","TPI1","false","7167",
"1","ENSG00000146399","888",,,"134864","TAAR1","false","134864",
"1","ENSG00000205279","889",,,"613212","CTXN3","false","613212",
"1","ENSG00000165495","890",,,"63876","PKNOX2","false","63876",
"1","ENSG00000075624","891",,,"60","ACTB","false","60",
"1","ENSG00000034510","892",,,"9168","TMSB10","false","9168",
"1","ENSG00000156110","893",,,"132","ADK","false","132",
"1","ENSG00000110436","894",,,"6506","SLC1A2","false","6506",
"1","ENSG00000164756","895",,,"169026","SLC30A8","false","169026",
"1","ENSG00000072832","896",,,"1400","CRMP1","false","1400",
"1","ENSG00000196220","897",,,"9901","SRGAP3","false","9901",
"1","ENSG00000158402","898",,,"995","CDC25C","false","995",
"1","ENSG00000156011","899",,,"23362","PSD3","false","23362",
"1","ENSG00000105974","900",,,"857","CAV1","false","857",
"1","ENSG00000158321","901",,,"26053","AUTS2","false","26053",
"1","ENSG00000196591","902",,,"3066","HDAC2","false","3066",
"1","ENSG00000213366","903",,,"2946","GSTM2","false","2946",
"1","ENSG00000100292","904",,,"3162","HMOX1","false","3162",
"1","ENSG00000204525","905",,,"3107","HLA-C","false","3107",
"1","ENSG00000076984","906",,,"5609","MAP2K7","false","5609",
"1","ENSG00000085563","907",,,"5243","ABCB1","false","5243",
"1","ENSG00000186951","908",,,"5465","PPARA","false","5465",
"1","ENSG00000115286","909",,,"374291","NDUFS7","false","374291",
"1","ENSG00000106852","910",,,"26468","LHX6","false","26468",
"1","ENSG00000175779","911",,,"400359","LINC02694","false","400359",
"1","ENSG00000141551","912",,,"1453","CSNK1D","false","1453",
"1","ENSG00000110693","913",,,"55553","SOX6","false","55553",
"1","ENSG00000100697","914",,,"23405","DICER1","false","23405",
"1","ENSG00000179409","915",,,"50628","GEMIN4","false","50628",
"1","ENSG00000159164","916",,,"9900","SV2A","false","9900",
"1","ENSG00000174576","917",,,"266743","NPAS4","false","266743",
"1","ENSG00000147894","918",,,"203228","C9orf72","false","203228",
"1","ENSG00000002834","919",,,"3927","LASP1","false","3927",
"1","ENSG00000166887","920",,,"23339","VPS39","false","23339",
"1","ENSG00000174437","921","1","10.1038/s41586-022-04434-5","488;ATP2A2","ATP2A2","false","488;ATP2A2",
"1","ENSG00000204622","922",,,"3137","HLA-J","false","3137",
"1","ENSG00000143786","923",,,"149111","CNIH3","false","149111",
"1","ENSG00000143771","924",,,"29097","CNIH4","false","29097",
"1","ENSG00000054392","925",,,"55733","HHAT","false","55733",
"1","ENSG00000168959","614",,,"2915","GRM5","false","2915","1"
"1","ENSG00000077943","926",,,"8516","ITGA8","false","8516",
"1","ENSG00000113013","927",,,"3313","HSPA9","false","3313",
"1","ENSG00000157150","928",,,"7079","TIMP4","false","7079",
"1","ENSG00000148346","929",,,"3934","LCN2","false","3934",
"1","ENSG00000183117","930","1","10.1038/s41586-022-04434-5","64478;CSMD1","CSMD1","false","64478;CSMD1",
"1","ENSG00000108256","931",,,"57532","NUFIP2","false","57532",
"1","ENSG00000136854","472",,,"6812","STXBP1","false","6812","1"
"1","ENSG00000109819","932",,,"10891","PPARGC1A","false","10891",
"1","ENSG00000189283","933",,,"2272","FHIT","false","2272",
"1","ENSG00000183826","934",,,"114781","BTBD9","false","114781",
"1","ENSG00000284027","935",,,"574456","MIR497","false","574456",
"1","ENSG00000106771","936",,,"23731","TMEM245","false","23731",
"1","ENSG00000166710","937",,,"567","B2M","false","567",
"1","ENSG00000110104","938",,,"79080","CCDC86","false","79080",
"1","ENSG00000166510","939",,,"80323","CCDC68","false","80323",
"1","ENSG00000071626","940",,,"26528","DAZAP1","false","26528",
"1","ENSG00000117448","941",,,"10327","AKR1A1","false","10327",
"1","ENSG00000213901","942",,,"151295","SLC23A3","false","151295",
"1","ENSG00000115649","943",,,"27013","CNPPD1","false","27013",
"1","ENSG00000144567","944",,,"79137","RETREG2","false","79137",
"1","ENSG00000283170","945",,,"494331","MIR382","false","494331",
"1","ENSG00000110497","946",,,"55626","AMBRA1","false","55626",
"1","ENSG00000167306","947",,,"4645","MYO5B","false","4645",
"1","ENSG00000100099","948",,,"89781","HPS4","false","89781",
"1","ENSG00000169896","949",,,"3684","ITGAM","false","3684",
"1","ENSG00000142408","950",,,"59283","CACNG8","false","59283",
"1","ENSG00000164342","951",,,"7098","TLR3","false","7098",
"1","ENSG00000073792","952",,,"10644","IGF2BP2","false","10644",
"1","ENSG00000225206","953",,,"400765","MIR137HG","false","400765",
"1","ENSG00000007372","954",,,"5080","PAX6","false","5080",
"1","ENSG00000136144","955",,,"55213","RCBTB1","false","55213",
"1","ENSG00000143379","956",,,"9869","SETDB1","false","9869",
"1","ENSG00000106976","957",,,"1759","DNM1","false","1759",
"1","ENSG00000115194","958",,,"7781","SLC30A3","false","7781",
"1","ENSG00000259207","959",,,"3690","ITGB3","false","3690",
"1","ENSG00000149554","960",,,"1111","CHEK1","false","1111",
"1","ENSG00000078237","961",,,"57103","TIGAR","false","57103",
"1","ENSG00000012048","962",,,"672","BRCA1","false","672",
"1","ENSG00000170340","963",,,"10678","B3GNT2","false","10678",
"1","ENSG00000100038","964",,,"8940","TOP3B","false","8940",
"1","ENSG00000143158","965",,,"25874","MPC2","false","25874",
"1","ENSG00000138336","966",,,"80312","TET1","false","80312",
"1","ENSG00000172845","967",,,"6670","SP3","false","6670",
"1","ENSG00000110931","968",,,"10645","CAMKK2","false","10645",
"1","ENSG00000151150","969",,,"288","ANK3","false","288",
"1","ENSG00000196628","970",,,"6925","TCF4","false","6925",
"1","ENSG00000105329","134",,,"7040","TGFB1","false","7040","1"
"1","ENSG00000041515","971",,,"23026","MYO16","false","23026",
"1","ENSG00000174827","972",,,"5174","PDZK1","false","5174",
"1","ENSG00000148842","973",,,"54805","CNNM2","false","54805",
"1","ENSG00000128849","974",,,"84952","CGNL1","false","84952",
"1","ENSG00000171045","975","1","10.1038/s41586-022-04434-5","203062;TSNARE1","TSNARE1","false","203062;TSNARE1",
"1","ENSG00000177575","976",,,"9332","CD163","false","9332",
"1","ENSG00000170745","977",,,"3790","KCNS3","false","3790",
"1","ENSG00000164100","978",,,"9348","NDST3","false","9348",
"1","ENSG00000169862","979",,,"1501","CTNND2","false","1501",
"1","ENSG00000151067","980","1","10.1038/s41586-022-04434-5","775;CACNA1C","CACNA1C","false","775;CACNA1C",
"1","ENSG00000168038","981",,,"54986","ULK4","false","54986",
"1","ENSG00000141086","982",,,"1506","CTRL","false","1506",
"1","ENSG00000134532","983",,,"6660","SOX5","false","6660",
"1","ENSG00000178394","984",,,"3350","HTR1A","false","3350",
"1","ENSG00000204842","985",,,"6311","ATXN2","false","6311",
"1","ENSG00000107262","986",,,"573","BAG1","false","573",
"1","ENSG00000142224","987",,,"29949","IL19","false","29949",
"1","ENSG00000184357","988",,,"3009","H1-5","false","3009",
"1","ENSG00000101126","989",,,"23394","ADNP","false","23394",
"1","ENSG00000126581","990",,,"8678","BECN1","false","8678",
"1","ENSG00000055957","991",,,"3697","ITIH1","false","3697",
"1","ENSG00000198010","992","1","10.1038/s41586-022-04434-5","9228;DLGAP2","DLGAP2","false","9228;DLGAP2",
"1","ENSG00000089234","993",,,"8315","BRAP","false","8315",
"1","ENSG00000146352","994",,,"134829","CLVS2","false","134829",
"1","ENSG00000174226","995",,,"169166","SNX31","false","169166",
"1","ENSG00000091583","996",,,"350","APOH","false","350",
"1","ENSG00000103510","997",,,"84148","KAT8","false","84148",
"1","ENSG00000140025","998",,,"90141","EFCAB11","false","90141",
"1","ENSG00000185565","999",,,"4045","LSAMP","false","4045",
"1","ENSG00000189221","1000",,,"4128","MAOA","false","4128",
"1","ENSG00000002822","1001","1","10.1038/s41586-022-04434-5","8379;MAD1L1","MAD1L1","false","8379;MAD1L1",
"1","ENSG00000156515","1002",,,"3098","HK1","false","3098",
"1","ENSG00000101307","1003",,,"10326","SIRPB1","false","10326",
"1","ENSG00000143850","1004",,,"22874","PLEKHA6","false","22874",
"1","ENSG00000188906","1005",,,"120892","LRRK2","false","120892",
"1","ENSG00000146469","1006",,,"7432","VIP","false","7432",
"1","ENSG00000199090","1007",,,"442900","MIR326","false","442900",
"1","ENSG00000147168","1008",,,"3561","IL2RG","false","3561",
"1","ENSG00000113492","1009",,,"64902","AGXT2","false","64902",
"1","ENSG00000182010","1010",,,"219790","RTKN2","false","219790",
"1","ENSG00000111679","1011",,,"5777","PTPN6","false","5777",
"1","ENSG00000134046","1012",,,"8932","MBD2","false","8932",
"1","ENSG00000099381","1013",,,"9739","SETD1A","false","9739",
"1","ENSG00000088305","1014",,,"1789","DNMT3B","false","1789",
"1","ENSG00000142182","1015",,,"29947","DNMT3L","false","29947",
"1","ENSG00000174013","1016",,,"200933","FBXO45","false","200933","1"
"1","ENSG00000235109","1017",,,"64288","ZSCAN31","false","64288",
"1","ENSG00000102974","1018",,,"10664","CTCF","false","10664",
"1","ENSG00000165995","1019",,,"783","CACNB2","false","783",
"1","ENSG00000114988","1020",,,"81562","LMAN2L","false","81562",
"1","ENSG00000208023","1021",,,"406961","MIR185","false","406961",
"1","ENSG00000107957","1022",,,"9644","SH3PXD2A","false","9644",
"1","ENSG00000182168","1023",,,"8633","UNC5C","false","8633",
"1","ENSG00000102780","1024",,,"160851","DGKH","false","160851",
"1","ENSG00000138071","1025",,,"10097","ACTR2","false","10097",
"1","ENSG00000121769","1026",,,"2170","FABP3","false","2170",
"1","ENSG00000168298","1027",,,"3008","H1-4","false","3008",
"1","ENSG00000162734","1028",,,"8682","PEA15","false","8682",
"1","ENSG00000149256","1029",,,"26011","TENM4","false","26011",
"1","ENSG00000122194","1030",,,"5340","PLG","false","5340",
"1","ENSG00000106070","1031",,,"2887","GRB10","false","2887",
"1","ENSG00000131979","1032",,,"2643","GCH1","false","2643",
"1","ENSG00000188529","1033",,,"10772","SRSF10","false","10772",
"1","ENSG00000120833","1034",,,"8835","SOCS2","false","8835",
"1","ENSG00000175193","1035",,,"55486","PARL","false","55486",
"1","ENSG00000081479","1036",,,"4036","LRP2","false","4036",
"1","ENSG00000284247","1037",,,"100616452","MIR2682","false","100616452",
"1","ENSG00000010017","1038",,,"10048","RANBP9","false","10048",
"1","ENSG00000087085","1039",,,"43","ACHE","false","43",
"1","ENSG00000135441","1040",,,"2647","BLOC1S1","false","2647",
"1","ENSG00000213260","1041",,,"86123","YWHAZP5","false","86123",
"1","ENSG00000063854","1042",,,"3029","HAGH","false","3029",
"1","ENSG00000104972","1043",,,"10859","LILRB1","false","10859",
"1","ENSG00000272458","1044",,,"574451","MIR432","false","574451",
"1","ENSG00000123838","1045",,,"722","C4BPA","false","722",
"1","ENSG00000123843","1046",,,"725","C4BPB","false","725",
"1","ENSG00000178695","1047",,,"115207","KCTD12","false","115207",
"1","ENSG00000203797","1048",,,"8528","DDO","false","8528",
"1","ENSG00000121410","1049",,,"1","A1BG","false","1",
"1","ENSG00000180210","1050",,,"2147","F2","false","2147",
"1","ENSG00000145321","1051",,,"2638","GC","false","2638",
"1","ENSG00000110244","1052",,,"337","APOA4","false","337",
"1","ENSG00000119866","1053",,,"53335","BCL11A","false","53335",
"1","ENSG00000158445","1054",,,"3745","KCNB1","false","3745",
"1","ENSG00000268089","1055",,,"55879","GABRQ","false","55879",
"1","ENSG00000150764","1056",,,"85458","DIXDC1","false","85458",
"1","ENSG00000120915","1057",,,"2053","EPHX2","false","2053",
"1","ENSG00000101200","1058",,,"551","AVP","false","551",
"1","ENSG00000134460","1059",,,"3559","IL2RA","false","3559",
"1","ENSG00000136244","1060",,,"3569","IL6","false","3569",
"1","ENSG00000160712","1061",,,"3570","IL6R","false","3570",
"1","ENSG00000133048","1062",,,"1116","CHI3L1","false","1116",
"1","ENSG00000128335","1063",,,"23780","APOL2","false","23780",
"1","ENSG00000182346","1064",,,"267012","DAOA","false","267012",
"1","ENSG00000106688","1065",,,"6505","SLC1A1","false","6505",
"1","ENSG00000157152","1066",,,"6854","SYN2","false","6854",
"1","ENSG00000100336","1067",,,"80832","APOL4","false","80832",
"1","ENSG00000251322","614",,,"85358","SHANK3","false","85358","1"
,"ENSG00000154678","1068",,,"PDE1C","PDE1C","false","PDE1C","1"
,"ENSG00000105650","1069",,,"PDE4C","PDE4C","false","PDE4C","1"
,"ENSG00000172572","1070",,,"PDE3A","PDE3A","false","PDE3A","1"
"1","ENSG00000089250","1071",,,"NOS1","NOS1","false","NOS1","1"
,"ENSG00000113231","1072",,,"PDE8B","PDE8B","false","PDE8B","1"
,"ENSG00000138031","1073",,,"ADCY3","ADCY3","false","ADCY3","1"
,"ENSG00000164742","1074",,,"ADCY1","ADCY1","false","ADCY1","1"
,"ENSG00000174840","1075",,,"PDE12","PDE12","false","PDE12","1"
"1","ENSG00000118260","1076",,,"CREB","CREB1","false","CREB","1"
,"ENSG00000152270","1077",,,"PDE3B","PDE3B","false","PDE3B","1"
,"ENSG00000129467","1078",,,"ADCY4","ADCY4","false","ADCY4","1"
"1","ENSG00000184845","1079",,,"DRD1","DRD1","false","DRD1","1"
,"ENSG00000095464","1080",,,"PDE6C","PDE6C","false","PDE6C","1"
,"ENSG00000162104","1081",,,"ADCY9","ADCY9","false","ADCY9","1"
,"ENSG00000132915","1082",,,"PDE6A","PDE6A","false","PDE6A","1"
"1","ENSG00000113448","1083",,,"PDE4D","PDE4D","false","PDE4D","1"
"1","ENSG00000171408","1084",,,"PDE7B","PDE7B","false","PDE7B","1"
,"ENSG00000133256","1085",,,"PDE6B","PDE6B","false","PDE6B","1"
,"ENSG00000078295","1086",,,"ADCY2","ADCY2","false","ADCY2","1"
,"ENSG00000156973","1087",,,"PDE6D","PDE6D","false","PDE6D","1"
,"ENSG00000160191","1088",,,"PDE9A","PDE9A","false","PDE9A","1"
,"ENSG00000186642","1089",,,"PDE2A","PDE2A","false","PDE2A","1"
,"ENSG00000185527","1090",,,"PDE6G","PDE6G","false","PDE6G","1"
,"ENSG00000139053","1091",,,"PDE6H","PDE6H","false","PDE6H","1"
,"ENSG00000138735","1092",,,"PDE5","PDE5A","false","PDE5","1"
,"ENSG00000155897","1093",,,"ADCY8","ADCY8","false","ADCY8","1"
,"ENSG00000072062","1076",,,"PRKACA","PRKACA","false","PRKACA","1"
,"ENSG00000073417","328",,,"PDE8A","PDE8A","false","PDE8A","1"
,"ENSG00000143199","1094",,,"ADCY10","ADCY10","false","ADCY10","1"
,"ENSG00000174233","1095",,,"ADCY6","ADCY6","false","ADCY6","1"
,"ENSG00000123360","1096",,,"PDE1B","PDE1B","false","PDE1B","1"
,"ENSG00000112541","1097",,,"PDE10A","PDE10A","false","PDE10A","1"
,"ENSG00000128655","1098",,,"PDE11A","PDE11A","false","PDE11A","1"
"1","ENSG00000065989","1099",,,"PDE4A","PDE4A","false","PDE4A","1"
"1","ENSG00000128271","1100",,,"ADORA2A","ADORA2A","false","ADORA2A","1"
,"ENSG00000185532","1076",,,"PRKG1","PRKG1","false","PRKG1","1"
,"ENSG00000173175","1101",,,"ADCY5","ADCY5","false","ADCY5","1"
,"ENSG00000205268","1102",,,"PDE7A","PDE7A","false","PDE7A","1"
"1","ENSG00000155511","1076",,,"GRIA1","GRIA1","false","GRIA1","1"
,"ENSG00000115252","1103",,,"PDE1A","PDE1A","false","PDE1A","1"
"1","ENSG00000131771","1076",,,"DARPP-32","PPP1R1B","false","DARPP-32","1"
"1","ENSG00000184588","1104","1","10.1038/s41586-022-04434-5","PDE4B","PDE4B","false","PDE4B","1"
"1","ENSG00000121281","1105",,,"ADCY7","ADCY7","false","ADCY7","1"
,"ENSG00000152402","1106",,,"GUCY1A2","GUCY1A2","false","GUCY1A2","1"
,"ENSG00000061918","1107",,,"GUCY1B1","GUCY1B1","false","GUCY1B1","1"
,"ENSG00000164116","1108",,,"GUCY1A1","GUCY1A1","false","GUCY1A1","1"
,"ENSG00000123201","1109",,,"GUCY1B2","GUCY1B2","false","GUCY1B2","1"
,"ENSG00000123395","1110",,,"ATG101","ATG101","false","ATG101","1"
"1","ENSG00000232810","1111",,,"TNF","TNF","false","TNF","1"
,"ENSG00000034713","1112",,,"GABARAPL2","GABARAPL2","false","GABARAPL2","1"
,"ENSG00000139687","1113",,,"RB1","RB1","false","RB1","1"
"1","ENSG00000023287","1111",,,"RB1CC1","RB1CC1","false","RB1CC1","1"
,"ENSG00000177169","1114",,,"ULK1","ULK1","false","ULK1","1"
,"ENSG00000197442","1111",,,"MAP3K5","MAP3K5","false","MAP3K5","1"
"1","ENSG00000170296","1115",,,"GABARAP","GABARAP","false","GABARAP","1"
,"ENSG00000085978","1111",,,"ATG16L1","ATG16L1","false","ATG16L1","1"
,"ENSG00000175224","1116","1","10.1038/s41586-022-04434-5","ATG13","ATG13","false","ATG13","1"
,"ENSG00000169398","1111",,,"PTK2","PTK2","false","PTK2","1"
,"ENSG00000141580","1111",,,"WDR45B","WDR45B","false","WDR45B","1"
,"ENSG00000139112","1117",,,"GABARAPL1","GABARAPL1","false","GABARAPL1","1"
,"ENSG00000147601","110",,,"TERF1","TERF1","false","TERF1","1"
,"ENSG00000147324","1118",,,"MFHAS1","MFHAS1","false","MFHAS1","1"
,"ENSG00000173281","1119",,,"PPP1R3B","PPP1R3B","false","PPP1R3B","1"
,"ENSG00000121552","1120",,,"CSTA","CSTA","false","CSTA","1"
,"ENSG00000139505","1121",,,"MTMR6","MTMR6","false","MTMR6","1"
,"ENSG00000003987","1121",,,"MTMR7","MTMR7","false","MTMR7","1"
,"ENSG00000089225","1122",,,"TBX5","TBX5","false","TBX5","1"
,"ENSG00000166224","1122",,,"SGPL1","SGPL1","false","SGPL1","1"
,"ENSG00000163623","1123",,,"NKX6-1","NKX6-1","false","NKX6-1","1"
,"ENSG00000253649","1124",,,"PRSS51","PRSS51","false","PRSS51","1"
,"ENSG00000255394","1125",,,"C8orf49",,"false","C8orf49","1"
,"ENSG00000136574","1122",,,"GATA4","GATA4","false","GATA4","1"
,"ENSG00000188175","110",,,"HEPACAM2","HEPACAM2","false","HEPACAM2","1"
,"ENSG00000154319","1126",,,"FAM167A","FAM167A","false","FAM167A","1"
,"ENSG00000187778","110",,,"MCRS1","MCRS1","false","MCRS1","1"
,"ENSG00000152595","1120",,,"MEPE","MEPE","false","MEPE","1"
,"ENSG00000171060","1127",,,"C8orf74","C8orf74","false","C8orf74","1"
,"ENSG00000104643","1121",,,"MTMR9","MTMR9","false","MTMR9","1"
"1","ENSG00000137462","1118",,,"TLR2","TLR2","false","TLR2","1"
,"ENSG00000102043","1121",,,"MTMR8","MTMR8","false","MTMR8","1"
,"ENSG00000173273","110",,,"TNKS","TNKS","false","TNKS","1"
,"ENSG00000171044","1128",,,"XKR6","XKR6","false","XKR6","1"
"1","ENSG00000136869","1118",,,"TLR4","TLR4","false","TLR4","1"
,"ENSG00000183638","1129",,,"RP1L1","RP1L1","false","RP1L1","1"
,"ENSG00000168487","1122",,,"BMP1","BMP1","false","BMP1","1"
,"ENSG00000253958","1130",,,"CLDN23","CLDN23","false","CLDN23","1"
,"ENSG00000177710","1131",,,"SLC35G5","SLC35G5","false","SLC35G5","1"
,"ENSG00000136573","1123",,,"BLK","BLK","false","BLK","1"
,"ENSG00000154328","1132",,,"NEIL2","NEIL2","false","NEIL2","1"
"1","ENSG00000175806","1133",,,"MSRA","MSRA","false","MSRA","1"
,"ENSG00000079459","1134",,,"FDFT1","FDFT1","false","FDFT1","1"
,"ENSG00000205884","1135",,,"DEFB136","DEFB136","false","DEFB136","1"
"1","ENSG00000143226","1136",,,"FCGR2A","FCGR2A","false","FCGR2A","1"
,"ENSG00000164733","1120",,,"CTSB","CTSB","false","CTSB","1"
,"ENSG00000137497","110",,,"NUMA1","NUMA1","false","NUMA1","1"
,"ENSG00000171056","1137",,,"SOX7","SOX7","false","SOX7","1"
,"ENSG00000164362","110",,,"TERT","TERT","false","TERT","1"
,"ENSG00000072694","1138",,,"FCGR2B","FCGR2B","false","FCGR2B","1"
,"ENSG00000104626","1139",,,"ERI1","ERI1","false","ERI1","1"
