"DisGeNET","Ensembl","gLayCluster","Literature","Literature.doi","name","Name2","selected","shared name","WikiPathways"
"1","ENSG00000163110","335",,,"10611","PDLIM5","false","10611",
"1","ENSG00000159337","336",,,"283748","PLA2G4D","false","283748",
"1","ENSG00000226790","337",,,"10151","HNRNPA3P1","false","10151",
"1","ENSG00000170144","338",,,"220988","HNRNPA3","false","220988",
"1","ENSG00000105723","339",,,"2931","GSK3A","false","2931",
"1","ENSG00000196126","340",,,"3123","HLA-DRB1","false","3123",
"1","ENSG00000136450","341",,,"6426","SRSF1","false","6426",
"1","ENSG00000133639","342",,,"694","BTG1","false","694",
"1","ENSG00000143416","343",,,"8991","SELENBP1","false","8991",
"1","ENSG00000113532","344",,,"7903","ST8SIA4","false","7903",
"1","ENSG00000149403","345",,,"2900","GRIK4","false","2900",
"1","ENSG00000112531","346",,,"9444","QKI","false","9444",
"1","ENSG00000155269","347",,,"27201","GPR78","false","27201",
"1","ENSG00000087460","348",,,"2778","GNAS","false","2778",
"1","ENSG00000151790","349",,,"6999","TDO2","false","6999",
"1","ENSG00000120438","350",,,"6950","TCP1","false","6950",
"1","ENSG00000100604","351",,,"1113","CHGA","false","1113",
"1","ENSG00000007168","352",,,"5048","PAFAH1B1","false","5048",
"1","ENSG00000185666","353",,,"8224","SYN3","false","8224",
"1","ENSG00000160791","354",,,"1234","CCR5","false","1234",
"1","ENSG00000171094","355",,,"238","ALK","false","238",
"1","ENSG00000038002","356",,,"175","AGA","false","175",
"1","ENSG00000111424","357",,,"7421","VDR","false","7421",
"1","ENSG00000160716","358",,,"1141","CHRNB2","false","1141",
"1","ENSG00000177000","359",,,"4524","MTHFR","false","4524",
"1","ENSG00000102001","360",,,"778","CACNA1F","false","778",
"1","ENSG00000059915","361",,,"5662","PSD","false","5662",
"1","ENSG00000197965","362",,,"9019","MPZL1","false","9019",
"1","ENSG00000143387","363",,,"1513","CTSK","false","1513",
"1","ENSG00000198055","364",,,"2870","GRK6","false","2870",
"1","ENSG00000117009","365",,,"8564","KMO","false","8564",
"1","ENSG00000118271","366",,,"7276","TTR","false","7276",
"1","ENSG00000128285","367",,,"2847","MCHR1","false","2847",
"1","ENSG00000080503","368",,,"6595","SMARCA2","false","6595",
"1","ENSG00000142319","369",,,"6531","SLC6A3","false","6531",
"1","ENSG00000023228","370",,,"4719","NDUFS1","false","4719",
"1","ENSG00000115353","371",,,"6869","TACR1","false","6869",
"1","ENSG00000164398","372",,,"23305","ACSL6","false","23305",
"1","ENSG00000124523","373",,,"23408","SIRT5","false","23408",
"1","ENSG00000047457","374",,,"1356","CP","false","1356",
"1","ENSG00000184916","375",,,"3714","JAG2","false","3714",
"1","ENSG00000105245","376",,,"9253","NUMBL","false","9253",
"1","ENSG00000240972","377",,,"4282","MIF","false","4282",
"1","ENSG00000170458","378",,,"929","CD14","false","929",
"1","ENSG00000100425","379",,,"23774","BRD1","false","23774",
"1","ENSG00000149557","380",,,"9638","FEZ1","false","9638",
"1","ENSG00000065361","381",,,"2065","ERBB3","false","2065",
"1","ENSG00000068796","382",,,"3796","KIF2A","false","3796",
"1","ENSG00000234745","383",,,"3106","HLA-B","false","3106",
"1","ENSG00000008083","384",,,"3720","JARID2","false","3720",
"1","ENSG00000140557","385",,,"8128","ST8SIA2","false","8128",
"1","ENSG00000152332","386",,,"127933","UHMK1","false","127933",
"1","ENSG00000072518","387",,,"2011","MARK2","false","2011",
"1","ENSG00000102225","388",,,"5127","CDK16","false","5127",
"1","ENSG00000116906","389",,,"8443","GNPAT","false","8443",
"1","ENSG00000205927","390",,,"10215","OLIG2","false","10215",
"1","ENSG00000158987","391",,,"51735","RAPGEF6","false","51735",
"1","ENSG00000158985","392",,,"56990","CDC42SE2","false","56990",
"1","ENSG00000150594","393",,,"150","ADRA2A","false","150",
"1","ENSG00000181965","394",,,"4762","NEUROG1","false","4762",
"1","ENSG00000175567","395",,,"7351","UCP2","false","7351",
"1","ENSG00000153291","396",,,"9481","SLC25A27","false","9481",
"1","ENSG00000110324","397",,,"3587","IL10RA","false","3587",
"1","ENSG00000156642","398",,,"27020","NPTN","false","27020",
"1","ENSG00000172270","399",,,"682","BSG","false","682",
"1","ENSG00000154146","400",,,"4900","NRGN","false","4900",
"1","ENSG00000164399","401",,,"3562","IL3","false","3562",
"1","ENSG00000072864","402",,,"54820","NDE1","false","54820",
"1","ENSG00000132718","403",,,"23208","SYT11","false","23208",
"1","ENSG00000169567","404",,,"3094","HINT1","false","3094",
"1","ENSG00000105143","405",,,"6511","SLC1A6","false","6511",
"1","ENSG00000013297","406",,,"5010","CLDN11","false","5010",
"1","ENSG00000166148","407",,,"552","AVPR1A","false","552",
"1","ENSG00000107317","408",,,"5730","PTGDS","false","5730",
"1","ENSG00000141480","409",,,"409","ARRB2","false","409",
"1","ENSG00000082212","410",,,"4200","ME2","false","4200",
"1","ENSG00000130816","411",,,"1786","DNMT1","false","1786",
"1","ENSG00000155974","412",,,"23426","GRIP1","false","23426",
"1","ENSG00000108370","413",,,"8787","RGS9","false","8787",
"1","ENSG00000120910","414",,,"5533","PPP3CC","false","5533",
"1","ENSG00000137726","415",,,"53826","FXYD6","false","53826",
"1","ENSG00000135625","416",,,"1961","EGR4","false","1961",
"1","ENSG00000078549","417",,,"117","ADCYAP1R1","false","117",
"1","ENSG00000204681","418",,,"2550","GABBR1","false","2550",
"1","ENSG00000100714","419",,,"4522","MTHFD1","false","4522",
"1","ENSG00000116984","420",,,"4548","MTR","false","4548",
"1","ENSG00000073150","421",,,"56666","PANX2","false","56666",
"1","ENSG00000159248","422",,,"57369","GJD2","false","57369",
"1","ENSG00000204580","423",,,"780","DDR1","false","780",
"1","ENSG00000118946","424",,,"27253","PCDH17","false","27253",
"1","ENSG00000152601","425",,,"4154","MBNL1","false","4154",
"1","ENSG00000132693","426",,,"1401","CRP","false","1401",
"1","ENSG00000091513","123",,,"7018","TF","false","7018","1"
"1","ENSG00000162631","427",,,"22854","NTNG1","false","22854",
"1","ENSG00000196358","428",,,"84628","NTNG2","false","84628",
"1","ENSG00000164400","429",,,"1437","CSF2","false","1437",
"1","ENSG00000198223","430",,,"1438","CSF2RA","false","1438",
"1","ENSG00000185291","431",,,"3563","IL3RA","false","3563",
"1","ENSG00000115604","432",,,"8809","IL18R1","false","8809",
"1","ENSG00000165588","433",,,"5015","OTX2","false","5015",
"1","ENSG00000104371","434",,,"27121","DKK4","false","27121",
"1","ENSG00000242950","435",,,"30816","ERVW-1","false","30816",
"1","ENSG00000163513","436",,,"7048","TGFBR2","false","7048",
"1","ENSG00000204516","437",,,"4277","MICB","false","4277",
"1","ENSG00000283871","438",,,"406920","MIR130B","false","406920",
"1","ENSG00000106278","439",,,"5803","PTPRZ1","false","5803",
"1","ENSG00000291237","440",,,"6648","SOD2","false","6648",
"1","ENSG00000145386","441",,,"890","CCNA2","false","890",
"1","ENSG00000115008","442",,,"3552","IL1A","false","3552",
"1","ENSG00000189114","443",,,"388552","BLOC1S3","false","388552",
"1","ENSG00000100146","444",,,"6663","SOX10","false","6663",
"1","ENSG00000162951","445",,,"347730","LRRTM1","false","347730",
"1","ENSG00000100368","446",,,"1439","CSF2RB","false","1439",
"1","ENSG00000182621","447",,,"23236","PLCB1","false","23236",
"1","ENSG00000135423","448",,,"27165","GLS2","false","27165",
"1","ENSG00000115419","449",,,"2744","GLS","false","2744",
"1","ENSG00000187258","450",,,"387129","NPSR1","false","387129",
"1","ENSG00000128564","451",,,"7425","VGF","false","7425",
"1","ENSG00000115840","452",,,"8604","SLC25A12","false","8604",
"1","ENSG00000148053","453",,,"4915","NTRK2","false","4915",
"1","ENSG00000133027","454",,,"10400","PEMT","false","10400",
"1","ENSG00000167792","455",,,"4723","NDUFV1","false","4723",
"1","ENSG00000185591","456",,,"6667","SP1","false","6667",
"1","ENSG00000179841","457",,,"9495","AKAP5","false","9495",
"1","ENSG00000163430","458",,,"11167","FSTL1","false","11167",
"1","ENSG00000207604","459",,,"406989","MIR206","false","406989",
"1","ENSG00000196396","460",,,"5770","PTPN1","false","5770",
"1","ENSG00000118971","461",,,"894","CCND2","false","894",
"1","ENSG00000108439","462",,,"55163","PNPO","false","55163",
"1","ENSG00000101204","463",,,"1137","CHRNA4","false","1137",
"1","ENSG00000001084","464",,,"2729","GCLC","false","2729",
"1","ENSG00000157193","465",,,"7804","LRP8","false","7804",
"1","ENSG00000118058","466",,,"4297","KMT2A","false","4297",
"1","ENSG00000099331","467",,,"4650","MYO9B","false","4650",
"1","ENSG00000073050","468",,,"7515","XRCC1","false","7515",
"1","ENSG00000116478","469",,,"3065","HDAC1","false","3065","1"
"1","ENSG00000068024","470",,,"9759","HDAC4","false","9759",
"1","ENSG00000173786","471",,,"1267","CNP","false","1267",
"1","ENSG00000034053","472",,,"321","APBA2","false","321","1"
"1","ENSG00000170370","473",,,"2018","EMX2","false","2018",
"1","ENSG00000114698","474",,,"57088","PLSCR4","false","57088",
"1","ENSG00000164434","475",,,"2173","FABP7","false","2173",
"1","ENSG00000232307","476",,,"282706","DAOA-AS1","false","282706",
"1","ENSG00000198736","477",,,"51734","MSRB1","false","51734",
"1","ENSG00000177425","478",,,"5074","PAWR","false","5074",
"1","ENSG00000150782","479",,,"3606","IL18","false","3606",
"1","ENSG00000150625","480","1","10.1038/s41586-022-04434-5","2823;GPM6A","GPM6A","false","2823;GPM6A",
"1","ENSG00000128272","481",,,"468","ATF4","false","468",
"1","ENSG00000066032","482",,,"1496","CTNNA2","false","1496",
"1","ENSG00000145794","483",,,"84466","MEGF10","false","84466",
"1","ENSG00000008513","484",,,"6482","ST3GAL1","false","6482",
"1","ENSG00000163032","485",,,"7447","VSNL1","false","7447",
"1","ENSG00000164089","486",,,"64850","ETNPPL","false","64850",
"1","ENSG00000112333","487",,,"7101","NR2E1","false","7101",
"1","ENSG00000102554","488",,,"688","KLF5","false","688",
"1","ENSG00000198822","489",,,"2913","GRM3","false","2913",
"1","ENSG00000158828","490",,,"65018","PINK1","false","65018",
"1","ENSG00000116741","491",,,"5997","RGS2","false","5997",
"1","ENSG00000143248","492",,,"8490","RGS5","false","8490",
"1","ENSG00000169836","493",,,"6870","TACR3","false","6870",
"1","ENSG00000113658","494",,,"4090","SMAD5","false","4090",
"1","ENSG00000150867","495",,,"5305","PIP4K2A","false","5305",
"1","ENSG00000151322","496",,,"64067","NPAS3","false","64067",
"1","ENSG00000129757","497",,,"1028","CDKN1C","false","1028",
"1","ENSG00000110092","498",,,"595","CCND1","false","595",
"1","ENSG00000196277","499",,,"2917","GRM7","false","2917",
"1","ENSG00000114115","500",,,"5947","RBP1","false","5947",
"1","ENSG00000129455","501",,,"11202","KLK8","false","11202",
"1","ENSG00000112139","502",,,"266727","MDGA1","false","266727",
"1","ENSG00000134294","503",,,"54407","SLC38A2","false","54407",
"1","ENSG00000130876","504",,,"56301","SLC7A10","false","56301",
"1","ENSG00000196517","505",,,"6536","SLC6A9","false","6536",
"1","ENSG00000164616","506",,,"26223","FBXL21P","false","26223",
"1","ENSG00000166862","507",,,"10369","CACNG2","false","10369",
"1","ENSG00000023909","508",,,"2730","GCLM","false","2730",
"1","ENSG00000036565","509",,,"6570","SLC18A1","false","6570",
"1","ENSG00000165646","510",,,"6571","SLC18A2","false","6571",
"1","ENSG00000112062","511",,,"1432","MAPK14","false","1432",
"1","ENSG00000111674","512",,,"2026","ENO2","false","2026",
"1","ENSG00000165140","513",,,"2203","FBP1","false","2203",
"1","ENSG00000124253","514",,,"5105","PCK1","false","5105",
"1","ENSG00000064300","515",,,"4804","NGFR","false","4804",
"1","ENSG00000108691","516",,,"6347","CCL2","false","6347",
"1","ENSG00000176406","517",,,"9699","RIMS2","false","9699",
"1","ENSG00000117016","518",,,"9783","RIMS3","false","9783",
"1","ENSG00000073969","519",,,"4905","NSF","false","4905",
"1","ENSG00000220205","520",,,"6844","VAMP2","false","6844",
"1","ENSG00000113721","521",,,"5159","PDGFRB","false","5159",
"1","ENSG00000075043","522",,,"3785","KCNQ2","false","3785",
"1","ENSG00000184156","523",,,"3786","KCNQ3","false","3786",
"1","ENSG00000106258","524",,,"1577","CYP3A5","false","1577",
"1","ENSG00000198959","525",,,"7052","TGM2","false","7052",
"1","ENSG00000100302","526",,,"23551","RASD2","false","23551",
"1","ENSG00000185652","527",,,"4908","NTF3","false","4908",
"1","ENSG00000110887","528",,,"1610","DAO","false","1610",
"1","ENSG00000069696","529",,,"1815","DRD4","false","1815",
"1","ENSG00000145864","530",,,"2561","GABRB2","false","2561",
"1","ENSG00000257017","531",,,"3240","HP","false","3240",
"1","ENSG00000130203","532",,,"348","APOE","false","348",
"1","ENSG00000125538","533",,,"3553","IL1B","false","3553",
"1","ENSG00000076356","534",,,"5362","PLXNA2","false","5362",
"1","ENSG00000108576","535",,,"6532","SLC6A4","false","6532",
"1","ENSG00000129167","536",,,"7166","TPH1","false","7166",
"1","ENSG00000047579","537",,,"84062","DTNBP1","false","84062",
"1","ENSG00000104327","538",,,"793","CALB1","false","793",
"1","ENSG00000113302","539",,,"3593","IL12B","false","3593",
"1","ENSG00000105281","540",,,"6510","SLC1A5","false","6510",
"1","ENSG00000165970","541",,,"9152","SLC6A5","false","9152",
"1","ENSG00000182782","542",,,"338442","HCAR2","false","338442",
"1","ENSG00000255398","543",,,"8843","HCAR3","false","8843",
"1","ENSG00000177885","544",,,"2885","GRB2","false","2885",
"1","ENSG00000170396","545","1","10.1038/s41586-022-04434-5","91752;ZNF804A","ZNF804A","false","91752;ZNF804A",
"1","ENSG00000169727","546",,,"2873","GPS1","false","2873",
"1","ENSG00000173898","547",,,"6712","SPTBN2","false","6712",
"1","ENSG00000132694","548",,,"9826","ARHGEF11","false","9826",
"1","ENSG00000163064","549",,,"2019","EN1","false","2019",
"1","ENSG00000145863","550",,,"2559","GABRA6","false","2559",
"1","ENSG00000187730","551",,,"2563","GABRD","false","2563",
"1","ENSG00000164418","552",,,"2898","GRIK2","false","2898",
"1","ENSG00000105737","553",,,"2901","GRIK5","false","2901",
"1","ENSG00000164082","554",,,"2912","GRM2","false","2912",
"1","ENSG00000157103","555",,,"6529","SLC6A1","false","6529",
"1","ENSG00000171759","556",,,"5053","PAH","false","5053",
"1","ENSG00000148219","557",,,"23245","ASTN2","false","23245",
"1","ENSG00000128573","558",,,"93986","FOXP2","false","93986",
"1","ENSG00000078674","559",,,"5108","PCM1","false","5108",
"1","ENSG00000146376","560",,,"93663","ARHGAP18","false","93663",
"1","ENSG00000079215","561",,,"6507","SLC1A3","false","6507",
"1","ENSG00000035687","562",,,"159","ADSS2","false","159",
"1","ENSG00000149311","563",,,"472","ATM","false","472",
"1","ENSG00000196639","564",,,"3269","HRH1","false","3269",
"1","ENSG00000178127","565",,,"4729","NDUFV2","false","4729",
"1","ENSG00000159339","566",,,"23569","PADI4","false","23569",
"1","ENSG00000130066","567",,,"6303","SAT1","false","6303",
"1","ENSG00000160299","568",,,"5116","PCNT","false","5116",
"1","ENSG00000149485","569",,,"3992","FADS1","false","3992",
"1","ENSG00000162735","570",,,"5824","PEX19","false","5824",
"1","ENSG00000012660","571",,,"60481","ELOVL5","false","60481",
"1","ENSG00000134824","572",,,"9415","FADS2","false","9415",
"1","ENSG00000168394","573",,,"6890","TAP1","false","6890",
"1","ENSG00000231925","574",,,"6892","TAPBP","false","6892",
"1","ENSG00000140563","575",,,"55784","MCTP2","false","55784",
"1","ENSG00000091664","576",,,"57084","SLC17A6","false","57084",
"1","ENSG00000143801","577",,,"5664","PSEN2","false","5664",
"1","ENSG00000149968","578",,,"4314","MMP3","false","4314",
"1","ENSG00000170807","579",,,"442721","LMOD2","false","442721",
"1","ENSG00000270106","580",,,"100303453","TSNAX-DISC1","false","100303453",
"1","ENSG00000100985","581",,,"4318","MMP9","false","4318",
"1","ENSG00000140538","582",,,"4916","NTRK3","false","4916",
"1","ENSG00000146122","583",,,"23500","DAAM2","false","23500",
"1","ENSG00000114646","584",,,"10675","CSPG5","false","10675",
"1","ENSG00000091831","585",,,"2099","ESR1","false","2099",
"1","ENSG00000119912","586",,,"3416","IDE","false","3416",
"1","ENSG00000167244","587",,,"3481","IGF2","false","3481",
"1","ENSG00000105866","588","1","10.1038/s41586-022-04434-5","6671;SP4","SP4","false","6671;SP4",
"1","ENSG00000117592","589",,,"9588","PRDX6","false","9588",
"1","ENSG00000055118","590",,,"3757","KCNH2","false","3757",
"1","ENSG00000117115","591",,,"11240","PADI2","false","11240",
"1","ENSG00000185009","592",,,"26985","AP3M1","false","26985",
"1","ENSG00000176136","593",,,"4161","MC5R","false","4161",
"1","ENSG00000152034","594",,,"84539","MCHR2","false","84539",
"1","ENSG00000163106","595",,,"27306","HPGDS","false","27306",
"1","ENSG00000134184","596",,,"2944","GSTM1","false","2944",
"1","ENSG00000099984","597",,,"2953","GSTT2","false","2953",
"1","ENSG00000186318","598",,,"23621","BACE1","false","23621",
"1","ENSG00000038210","599",,,"55300","PI4K2B","false","55300",
"1","ENSG00000164687","600",,,"2171","FABP5","false","2171",
"1","ENSG00000124785","601",,,"51299","NRN1","false","51299",
"1","ENSG00000160868","602",,,"1576","CYP3A4","false","1576",
"1","ENSG00000100290","603",,,"638","BIK","false","638",
"1","ENSG00000148737","604",,,"6934","TCF7L2","false","6934",
"1","ENSG00000239264","605",,,"81567","TXNDC5","false","81567",
"1","ENSG00000154229","606",,,"5578","PRKCA","false","5578",
"1","ENSG00000186038","607",,,"285242","HTR3E","false","285242",
"1","ENSG00000122585","608",,,"4852","NPY","false","4852",
"1","ENSG00000157005","609",,,"6750","SST","false","6750",
"1","ENSG00000163485","610",,,"134","ADORA1","false","134",
"1","ENSG00000134001","611",,,"1965","EIF2S1","false","1965",
"1","ENSG00000170485","612",,,"4862","NPAS2","false","4862",
"1","ENSG00000160200","613",,,"875","CBS","false","875",
"1","ENSG00000103942","614",,,"9455","HOMER2","false","9455","1"
"1","ENSG00000188822","615",,,"1269","CNR2","false","1269",
"1","ENSG00000179869","616",,,"154664","ABCA13","false","154664",
"1","ENSG00000159640","617","1","10.1038/s41586-022-04434-5","1636;ACE","ACE","false","1636;ACE",
"1","ENSG00000100197","618",,,"1565","CYP2D6","false","1565",
"1","ENSG00000127324","619",,,"7103","TSPAN8","false","7103",
"1","ENSG00000196262","620",,,"5478","PPIA","false","5478",
"1","ENSG00000073578","621",,,"6389","SDHA","false","6389",
"1","ENSG00000099991","622",,,"23523","CABIN1","false","23523",
"1","ENSG00000105976","623",,,"4233","MET","false","4233",
"1","ENSG00000166579","624",,,"81565","NDEL1","false","81565",
"1","ENSG00000030582","625",,,"2896","GRN","false","2896",
"1","ENSG00000109189","626",,,"64854","USP46","false","64854",
"1","ENSG00000112038","627",,,"4988","OPRM1","false","4988",
"1","ENSG00000151892","628",,,"2674","GFRA1","false","2674",
"1","ENSG00000168546","629",,,"2675","GFRA2","false","2675",
"1","ENSG00000146013","630",,,"2676","GFRA3","false","2676",
"1","ENSG00000111537","631",,,"3458","IFNG","false","3458",
"1","ENSG00000170209","632",,,"255239","ANKK1","false","255239",
"1","ENSG00000141433","633",,,"116","ADCYAP1","false","116",
"1","ENSG00000120738","634",,,"1958","EGR1","false","1958",
"1","ENSG00000183762","635",,,"83999","KREMEN1","false","83999",
"1","ENSG00000174469","636",,,"26047","CNTNAP2","false","26047",
"1","ENSG00000166743","637",,,"116285","ACSM1","false","116285",
"1","ENSG00000137055","638",,,"9373","PLAA","false","9373",
"1","ENSG00000100345","639",,,"4627","MYH9","false","4627",
"1","ENSG00000133636","640",,,"4922","NTS","false","4922",
"1","ENSG00000147246","641",,,"3358","HTR2C","false","3358",
"1","ENSG00000101405","642",,,"5020","OXT","false","5020",
"1","ENSG00000180914","643",,,"5021","OXTR","false","5021",
"1","ENSG00000163531","644",,,"23114","NFASC","false","23114",
"1","ENSG00000174808","645",,,"685","BTC","false","685",
"1","ENSG00000148848","646",,,"8038","ADAM12","false","8038",
"1","ENSG00000171533","647",,,"4135","MAP6","false","4135",
"1","ENSG00000198974","648",,,"407034","MIR30E","false","407034",
"1","ENSG00000137309","649",,,"3159","HMGA1","false","3159",
"1","ENSG00000186090","650",,,"200909","HTR3D","false","200909",
"1","ENSG00000166736","651",,,"3359","HTR3A","false","3359",
"1","ENSG00000149305","652",,,"9177","HTR3B","false","9177",
"1","ENSG00000049246","653",,,"8863","PER3","false","8863",
"1","ENSG00000134852","654",,,"9575","CLOCK","false","9575",
"1","ENSG00000135541","655",,,"54806","AHI1","false","54806",
"1","ENSG00000163171","656",,,"10602","CDC42EP3","false","10602",
"1","ENSG00000122545","657",,,"989","SEPTIN7","false","989",
"1","ENSG00000080644","658",,,"1136","CHRNA3","false","1136",
"1","ENSG00000160307","659",,,"6285","S100B","false","6285",
"1","ENSG00000136237","660",,,"9771","RAPGEF5","false","9771",
"1","ENSG00000084093","661",,,"5978","REST","false","5978",
"1","ENSG00000254585","662",,,"54551","MAGEL2","false","54551",
"1","ENSG00000048052","663",,,"9734","HDAC9","false","9734",
"1","ENSG00000069535","664",,,"4129","MAOB","false","4129",
"1","ENSG00000082196","665",,,"114899","C1QTNF3","false","114899",
"1","ENSG00000125266","666",,,"1948","EFNB2","false","1948",
"1","ENSG00000105989","667",,,"7472","WNT2","false","7472",
"1","ENSG00000173826","668",,,"81033","KCNH6","false","81033",
"1","ENSG00000124767","669",,,"2739","GLO1","false","2739",
"1","ENSG00000162946","670",,,"27185","DISC1","false","27185",
"1","ENSG00000179388","671",,,"1960","EGR3","false","1960",
"1","ENSG00000185340","672",,,"10634","GAS2L1","false","10634",
"1","ENSG00000197217","673",,,"9583","ENTPD4","false","9583",
"1","ENSG00000141627","674",,,"54808","DYM","false","54808",
"1","ENSG00000162761","675",,,"4009","LMX1A","false","4009",
"1","ENSG00000136944","676",,,"4010","LMX1B","false","4010",
"1","ENSG00000107859","677",,,"5309","PITX3","false","5309",
"1","ENSG00000101384","678",,,"182","JAG1","false","182",
"1","ENSG00000164305","679",,,"836","CASP3","false","836",
"1","ENSG00000109158","680",,,"2557","GABRA4","false","2557",
"1","ENSG00000163288","681",,,"2560","GABRB1","false","2560",
"1","ENSG00000101544","682",,,"22850","ADNP2","false","22850",
"1","ENSG00000148408","683",,,"774","CACNA1B","false","774",
"1","ENSG00000108839","684",,,"239","ALOX12","false","239",
"1","ENSG00000198929","685",,,"9722","NOS1AP","false","9722",
"1","ENSG00000117245","686",,,"57576","KIF17","false","57576",
"1","ENSG00000101188","687",,,"4923","NTSR1","false","4923",
"1","ENSG00000067182","688",,,"7132","TNFRSF1A","false","7132",
"1","ENSG00000102452","689",,,"259232","NALCN","false","259232",
"1","ENSG00000153993","690",,,"223117","SEMA3D","false","223117",
"1","ENSG00000122877","691",,,"1959","EGR2","false","1959",
"1","ENSG00000180370","692",,,"5062","PAK2","false","5062","1"
"1","ENSG00000181072","693",,,"1129","CHRM2","false","1129",
"1","ENSG00000121879","694",,,"5290","PIK3CA","false","5290",
"1","ENSG00000134107","695",,,"8553","BHLHE40","false","8553",
"1","ENSG00000120885","696",,,"1191","CLU","false","1191",
"1","ENSG00000198668","697",,,"801","CALM1","false","801","1"
"1","ENSG00000277893","698",,,"6716","SRD5A2","false","6716",
"1","ENSG00000124140","699",,,"57468","SLC12A5","false","57468",
"1","ENSG00000126562","700",,,"65266","WNK4","false","65266",
"1","ENSG00000196632","701",,,"65267","WNK3","false","65267",
"1","ENSG00000064651","702",,,"6558","SLC12A2","false","6558",
"1","ENSG00000172939","703",,,"9943","OXSR1","false","9943",
"1","ENSG00000164309","704",,,"202333","CMYA5","false","202333",
"1","ENSG00000074317","705",,,"6620","SNCB","false","6620",
"1","ENSG00000139618","706",,,"675","BRCA2","false","675",
"1","ENSG00000083093","707",,,"79728","PALB2","false","79728",
"1","ENSG00000242110","708",,,"23600","AMACR","false","23600",
"1","ENSG00000146276","709",,,"2569","GABRR1","false","2569",
"1","ENSG00000152422","710",,,"7518","XRCC4","false","7518",
"1","ENSG00000008056","711",,,"6853","SYN1","false","6853",
"1","ENSG00000109471","712",,,"3558","IL2","false","3558",
"1","ENSG00000143473","713",,,"3756","KCNH1","false","3756",
"1","ENSG00000177807","714",,,"3766","KCNJ10","false","3766",
"1","ENSG00000112309","715",,,"135152","B3GAT2","false","135152",
"1","ENSG00000140511","716",,,"145864","HAPLN3","false","145864",
"1","ENSG00000109956","717",,,"27087","B3GAT1","false","27087",
"1","ENSG00000135069","718",,,"29968","PSAT1","false","29968",
"1","ENSG00000176974","719",,,"6470","SHMT1","false","6470",
"1","ENSG00000096717","115",,,"23411","SIRT1","false","23411","1"
"1","ENSG00000163939","720",,,"55193","PBRM1","false","55193",
"1","ENSG00000075429","721",,,"27091","CACNG5","false","27091",
"1","ENSG00000204301","722",,,"4855","NOTCH4","false","4855",
"1","ENSG00000243955","723",,,"2938","GSTA1","false","2938",
"1","ENSG00000100983","724",,,"2937","GSS","false","2937",
"1","ENSG00000198997","725",,,"406901","MIR107","false","406901",
"1","ENSG00000207948","726",,,"442901","MIR328","false","442901",
"1","ENSG00000140505","727",,,"1544","CYP1A2","false","1544",
"1","ENSG00000101438","728",,,"140679","SLC32A1","false","140679",
"1","ENSG00000104888","729",,,"57030","SLC17A7","false","57030",
"1","ENSG00000111181","730",,,"6539","SLC6A12","false","6539",
"1","ENSG00000139190","731",,,"6843","VAMP1","false","6843",
"1","ENSG00000134369","732",,,"89796","NAV1","false","89796",
"1","ENSG00000166833","733",,,"89797","NAV2","false","89797",
"1","ENSG00000108953","734",,,"7531","YWHAE","false","7531",
"1","ENSG00000136634","735",,,"3586","IL10","false","3586",
"1","ENSG00000156218","736",,,"57188","ADAMTSL3","false","57188","1"
"1","ENSG00000106018","737",,,"7434","VIPR2","false","7434",
"1","ENSG00000120907","738",,,"148","ADRA1A","false","148",
"1","ENSG00000132164","739",,,"6538","SLC6A11","false","6538",
"1","ENSG00000010379","740",,,"6540","SLC6A13","false","6540",
"1","ENSG00000104763","741",,,"427","ASAH1","false","427",
"1","ENSG00000198836","742",,,"4976","OPA1","false","4976",
"1","ENSG00000139287","743",,,"121278","TPH2","false","121278",
"1","ENSG00000140022","744",,,"85439","STON2","false","85439",
"1","ENSG00000169684","745",,,"1138","CHRNA5","false","1138",
"1","ENSG00000124731","746",,,"54210","TREM1","false","54210",
"1","ENSG00000011600","747",,,"7305","TYROBP","false","7305",
"1","ENSG00000121904","748",,,"114784","CSMD2","false","114784",
"1","ENSG00000154310","749",,,"23043","TNIK","false","23043",
"1","ENSG00000033170","750",,,"2530","FUT8","false","2530",
"1","ENSG00000146038","751",,,"51473","DCDC2","false","51473",
"1","ENSG00000118432","752",,,"1268","CNR1","false","1268",
"1","ENSG00000149294","753",,,"4684","NCAM1","false","4684",
"1","ENSG00000168412","754",,,"4543","MTNR1A","false","4543",
"1","ENSG00000134640","755",,,"4544","MTNR1B","false","4544",
"1","ENSG00000166343","756",,,"118490","MSS51","false","118490",
"1","ENSG00000173039","472",,,"5970","RELA","false","5970","1"
"1","ENSG00000081803","757",,,"93664","CADPS2","false","93664",
"1","ENSG00000010704","123",,,"3077","HFE","false","3077","1"
"1","ENSG00000128052","758",,,"3791","KDR","false","3791",
"1","ENSG00000107105","759",,,"1993","ELAVL2","false","1993",
"1","ENSG00000007129","760",,,"90273","CEACAM21","false","90273",
"1","ENSG00000128512","761",,,"9732","DOCK4","false","9732",
"1","ENSG00000177143","762",,,"1068","CETN1","false","1068",
"1","ENSG00000197406","763",,,"1735","DIO3","false","1735",
"1","ENSG00000111642","764",,,"1108","CHD4","false","1108",
"1","ENSG00000198464","765",,,"147657","ZNF480","false","147657",
"1","ENSG00000196357","766",,,"147929","ZNF565","false","147929",
"1","ENSG00000100664","767",,,"1983","EIF5","false","1983",
