term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
HPA:0640413,0.0499228193213307,TRUE,20,1,1,HPA,endometrium; macrophages[High],11006,293,HPA:0640412,FALSE
