Ensembl_source	Ensembl	CNVassociated	gLayCluster_target	gLayCluster	N_nodes	Publication_source	DisGeNET_source	WikiPathways_source	WikiPathways_CNV	WikiPathways_noCNV	summary_term
ENSG00000121552	ENSG00000121552	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000129910	ENSG00000129910	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000197442	ENSG00000197442	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000107262	ENSG00000107262		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000066032	ENSG00000066032		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000099949	ENSG00000099949	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000175224	ENSG00000175224	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000036257	ENSG00000036257	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000048052	ENSG00000048052		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000161217	ENSG00000161217	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000175567	ENSG00000175567		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000117984	ENSG00000117984	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000168036	ENSG00000168036	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000165806	ENSG00000165806	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000140464	ENSG00000140464		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000110786	ENSG00000110786		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000142208	ENSG00000142208	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000186951	ENSG00000186951		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000197386	ENSG00000197386	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000034713	ENSG00000034713	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000075624	ENSG00000075624		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000164733	ENSG00000164733	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000142182	ENSG00000142182		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000143368	ENSG00000143368	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000181092	ENSG00000181092	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000138336	ENSG00000138336		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000100030	ENSG00000100030	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000114030	ENSG00000114030		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000078142	ENSG00000078142		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000135829	ENSG00000135829		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000163961	ENSG00000163961	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000110497	ENSG00000110497		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000141867	ENSG00000141867	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000165732	ENSG00000165732	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000132646	ENSG00000132646	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000136450	ENSG00000136450		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000140009	ENSG00000140009		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000137309	ENSG00000137309	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000109320	ENSG00000109320	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000156970	ENSG00000156970	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000129757	ENSG00000129757	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000030582	ENSG00000030582		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000180198	ENSG00000180198	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000089234	ENSG00000089234		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000065978	ENSG00000065978		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000164305	ENSG00000164305		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000148737	ENSG00000148737		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000147894	ENSG00000147894		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000167085	ENSG00000167085		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000139112	ENSG00000139112	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000064726	ENSG00000064726	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000225830	ENSG00000225830	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000172845	ENSG00000172845		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000076984	ENSG00000076984		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000096717	ENSG00000096717	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000158828	ENSG00000158828		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000110092	ENSG00000110092		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000187605	ENSG00000187605		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000169612	ENSG00000169612	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000164885	ENSG00000164885		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000141510	ENSG00000141510	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000174576	ENSG00000174576		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000213024	ENSG00000213024	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000145386	ENSG00000145386		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000133794	ENSG00000133794	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000107643	ENSG00000107643	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000109819	ENSG00000109819		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000102081	ENSG00000102081	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000091831	ENSG00000091831		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000136937	ENSG00000136937	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000170296	ENSG00000170296	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000130816	ENSG00000130816		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000054598	ENSG00000054598	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000082701	ENSG00000082701		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000168769	ENSG00000168769		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000161011	ENSG00000161011	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000141385	ENSG00000141385	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000109670	ENSG00000109670	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000108424	ENSG00000108424	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000120948	ENSG00000120948		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000196262	ENSG00000196262		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000278637	ENSG00000278637	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000117394	ENSG00000117394	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000177169	ENSG00000177169	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000101126	ENSG00000101126		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000007372	ENSG00000007372		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000113916	ENSG00000113916		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000170485	ENSG00000170485		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000103510	ENSG00000103510		167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000169592	ENSG00000169592		167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000147133	ENSG00000147133		167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000164985	ENSG00000164985		167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000120071	ENSG00000120071		167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000118900	ENSG00000118900	1	167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000100084	ENSG00000100084	1	167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000187778	ENSG00000187778	1	167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000099381	ENSG00000099381		167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000111875	ENSG00000111875	1	167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000256762	ENSG00000256762		167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000118058	ENSG00000118058		167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000172020	ENSG00000172020		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000140465	ENSG00000140465		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000148672	ENSG00000148672	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000166741	ENSG00000166741		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000089163	ENSG00000089163	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000100033	ENSG00000100033	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000104687	ENSG00000104687		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000065154	ENSG00000065154	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000169306	ENSG00000169306		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000070748	ENSG00000070748		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000100604	ENSG00000100604		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000176697	ENSG00000176697		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000034053	ENSG00000034053	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000089169	ENSG00000089169		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000157152	ENSG00000157152		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000099940	ENSG00000099940	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000170209	ENSG00000170209		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000158125	ENSG00000158125		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000100362	ENSG00000100362		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000103546	ENSG00000103546		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000134184	ENSG00000134184		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000136750	ENSG00000136750		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000084207	ENSG00000084207		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000124253	ENSG00000124253		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000136854	ENSG00000136854	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000087258	ENSG00000087258		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000102003	ENSG00000102003		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000108839	ENSG00000108839		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000250799	ENSG00000250799		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000085563	ENSG00000085563		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000117448	ENSG00000117448		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000091664	ENSG00000091664		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000151577	ENSG00000151577		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000132639	ENSG00000132639	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000158445	ENSG00000158445		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000100197	ENSG00000100197		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000104327	ENSG00000104327		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000168993	ENSG00000168993		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000131781	ENSG00000131781	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000213366	ENSG00000213366		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000132718	ENSG00000132718		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000178394	ENSG00000178394		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000099365	ENSG00000099365	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000106258	ENSG00000106258		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000150594	ENSG00000150594		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000163106	ENSG00000163106		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000006534	ENSG00000006534		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000125967	ENSG00000125967	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000069696	ENSG00000069696		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000187553	ENSG00000187553	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000069535	ENSG00000069535		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000169057	ENSG00000169057		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000129167	ENSG00000129167		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000185345	ENSG00000185345	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000165092	ENSG00000165092		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000130649	ENSG00000130649		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000069329	ENSG00000069329		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000243955	ENSG00000243955		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000165646	ENSG00000165646		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000095596	ENSG00000095596	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000117009	ENSG00000117009		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000116711	ENSG00000116711		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000140505	ENSG00000140505		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000095303	ENSG00000095303		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000117592	ENSG00000117592		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000008056	ENSG00000008056		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000165475	ENSG00000165475	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000156587	ENSG00000156587	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000128918	ENSG00000128918	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000087085	ENSG00000087085		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000189221	ENSG00000189221		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000149295	ENSG00000149295	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000111674	ENSG00000111674		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000106089	ENSG00000106089	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000128683	ENSG00000128683		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000003137	ENSG00000003137	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000167165	ENSG00000167165		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000135821	ENSG00000135821		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000093010	ENSG00000093010	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000140557	ENSG00000140557		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000108576	ENSG00000108576		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000151790	ENSG00000151790		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000159164	ENSG00000159164		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000073756	ENSG00000073756		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000160868	ENSG00000160868		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000220205	ENSG00000220205	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000108602	ENSG00000108602		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000107130	ENSG00000107130		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000139287	ENSG00000139287		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000104888	ENSG00000104888		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000142319	ENSG00000142319		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000170745	ENSG00000170745		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000211445	ENSG00000211445		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000153707	ENSG00000153707		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000008394	ENSG00000008394		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000036565	ENSG00000036565		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000159423	ENSG00000159423	1	170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000089199	ENSG00000089199		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000145920	ENSG00000145920		170	170	99	2	74	34	23	11	Synaptic signalling & neurotransmitter transport
ENSG00000149968	ENSG00000149968		171	171	177	6	125	66	55	11	Cell communication
ENSG00000105976	ENSG00000105976		171	171	177	6	125	66	55	11	Cell communication
ENSG00000090339	ENSG00000090339		171	171	177	6	125	66	55	11	Cell communication
ENSG00000174004	ENSG00000174004	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000113594	ENSG00000113594		171	171	177	6	125	66	55	11	Cell communication
ENSG00000137801	ENSG00000137801		171	171	177	6	125	66	55	11	Cell communication
ENSG00000177889	ENSG00000177889	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000189056	ENSG00000189056	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000121879	ENSG00000121879		171	171	177	6	125	66	55	11	Cell communication
ENSG00000010810	ENSG00000010810	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000107831	ENSG00000107831	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000038210	ENSG00000038210		171	171	177	6	125	66	55	11	Cell communication
ENSG00000138798	ENSG00000138798	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000106070	ENSG00000106070		171	171	177	6	125	66	55	11	Cell communication
ENSG00000168621	ENSG00000168621		171	171	177	6	125	66	55	11	Cell communication
ENSG00000163599	ENSG00000163599		171	171	177	6	125	66	55	11	Cell communication
ENSG00000163430	ENSG00000163430		171	171	177	6	125	66	55	11	Cell communication
ENSG00000174808	ENSG00000174808		171	171	177	6	125	66	55	11	Cell communication
ENSG00000150782	ENSG00000150782		171	171	177	6	125	66	55	11	Cell communication
ENSG00000136869	ENSG00000136869	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000138071	ENSG00000138071		171	171	177	6	125	66	55	11	Cell communication
ENSG00000157168	ENSG00000157168	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000126561	ENSG00000126561	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000198752	ENSG00000198752	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000159082	ENSG00000159082	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000111679	ENSG00000111679		171	171	177	6	125	66	55	11	Cell communication
ENSG00000110244	ENSG00000110244		171	171	177	6	125	66	55	11	Cell communication
ENSG00000075388	ENSG00000075388		171	171	177	6	125	66	55	11	Cell communication
ENSG00000144381	ENSG00000144381	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000150867	ENSG00000150867		171	171	177	6	125	66	55	11	Cell communication
ENSG00000197747	ENSG00000197747	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000197110	ENSG00000197110		171	171	177	6	125	66	55	11	Cell communication
ENSG00000160791	ENSG00000160791		171	171	177	6	125	66	55	11	Cell communication
ENSG00000163171	ENSG00000163171		171	171	177	6	125	66	55	11	Cell communication
ENSG00000196220	ENSG00000196220		171	171	177	6	125	66	55	11	Cell communication
ENSG00000106683	ENSG00000106683	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000147168	ENSG00000147168		171	171	177	6	125	66	55	11	Cell communication
ENSG00000076356	ENSG00000076356		171	171	177	6	125	66	55	11	Cell communication
ENSG00000104368	ENSG00000104368		171	171	177	6	125	66	55	11	Cell communication
ENSG00000138675	ENSG00000138675		171	171	177	6	125	66	55	11	Cell communication
ENSG00000136634	ENSG00000136634		171	171	177	6	125	66	55	11	Cell communication
ENSG00000120899	ENSG00000120899	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000134909	ENSG00000134909		171	171	177	6	125	66	55	11	Cell communication
ENSG00000130203	ENSG00000130203		171	171	177	6	125	66	55	11	Cell communication
ENSG00000064300	ENSG00000064300		171	171	177	6	125	66	55	11	Cell communication
ENSG00000028137	ENSG00000028137		171	171	177	6	125	66	55	11	Cell communication
ENSG00000148848	ENSG00000148848		171	171	177	6	125	66	55	11	Cell communication
ENSG00000177885	ENSG00000177885	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000185291	ENSG00000185291		171	171	177	6	125	66	55	11	Cell communication
ENSG00000177575	ENSG00000177575		171	171	177	6	125	66	55	11	Cell communication
ENSG00000086730	ENSG00000086730	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000180370	ENSG00000180370	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000146122	ENSG00000146122		171	171	177	6	125	66	55	11	Cell communication
ENSG00000064309	ENSG00000064309		171	171	177	6	125	66	55	11	Cell communication
ENSG00000175445	ENSG00000175445		171	171	177	6	125	66	55	11	Cell communication
ENSG00000171094	ENSG00000171094		171	171	177	6	125	66	55	11	Cell communication
ENSG00000070193	ENSG00000070193	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000185737	ENSG00000185737	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000148180	ENSG00000148180		171	171	177	6	125	66	55	11	Cell communication
ENSG00000138685	ENSG00000138685		171	171	177	6	125	66	55	11	Cell communication
ENSG00000186895	ENSG00000186895		171	171	177	6	125	66	55	11	Cell communication
ENSG00000091583	ENSG00000091583		171	171	177	6	125	66	55	11	Cell communication
ENSG00000146648	ENSG00000146648	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000149527	ENSG00000149527		171	171	177	6	125	66	55	11	Cell communication
ENSG00000051382	ENSG00000051382		171	171	177	6	125	66	55	11	Cell communication
ENSG00000109471	ENSG00000109471		171	171	177	6	125	66	55	11	Cell communication
ENSG00000126456	ENSG00000126456		171	171	177	6	125	66	55	11	Cell communication
ENSG00000010671	ENSG00000010671	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000169896	ENSG00000169896		171	171	177	6	125	66	55	11	Cell communication
ENSG00000226979	ENSG00000226979		171	171	177	6	125	66	55	11	Cell communication
ENSG00000134460	ENSG00000134460		171	171	177	6	125	66	55	11	Cell communication
ENSG00000143801	ENSG00000143801		171	171	177	6	125	66	55	11	Cell communication
ENSG00000232810	ENSG00000232810	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000175220	ENSG00000175220		171	171	177	6	125	66	55	11	Cell communication
ENSG00000131323	ENSG00000131323	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000026103	ENSG00000026103	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000106278	ENSG00000106278		171	171	177	6	125	66	55	11	Cell communication
ENSG00000137843	ENSG00000137843		171	171	177	6	125	66	55	11	Cell communication
ENSG00000151892	ENSG00000151892		171	171	177	6	125	66	55	11	Cell communication
ENSG00000115604	ENSG00000115604		171	171	177	6	125	66	55	11	Cell communication
ENSG00000164342	ENSG00000164342		171	171	177	6	125	66	55	11	Cell communication
ENSG00000136238	ENSG00000136238	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000100985	ENSG00000100985		171	171	177	6	125	66	55	11	Cell communication
ENSG00000173757	ENSG00000173757	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000072694	ENSG00000072694	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000103423	ENSG00000103423		171	171	177	6	125	66	55	11	Cell communication
ENSG00000067182	ENSG00000067182		171	171	177	6	125	66	55	11	Cell communication
ENSG00000182168	ENSG00000182168		171	171	177	6	125	66	55	11	Cell communication
ENSG00000113013	ENSG00000113013		171	171	177	6	125	66	55	11	Cell communication
ENSG00000119737	ENSG00000119737	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000158985	ENSG00000158985		171	171	177	6	125	66	55	11	Cell communication
ENSG00000125538	ENSG00000125538		171	171	177	6	125	66	55	11	Cell communication
ENSG00000132670	ENSG00000132670		171	171	177	6	125	66	55	11	Cell communication
ENSG00000110492	ENSG00000110492		171	171	177	6	125	66	55	11	Cell communication
ENSG00000107957	ENSG00000107957		171	171	177	6	125	66	55	11	Cell communication
ENSG00000144619	ENSG00000144619		171	171	177	6	125	66	55	11	Cell communication
